_id,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AREARECREATIVAID,FECHA
ES-3685,2,2,ACEPTABLE,17802,2021-04-23T00:00:00Z
ES-3686,5,4,EXCELENTE,17195,2022-03-14T00:00:00Z
ES-3687,5,5,EXCELENTE,17342,2023-11-19T00:00:00Z
ES-3688,4,5,EXCELENTE,18400,2023-09-07T00:00:00Z
ES-3689,4,3,MUY BUENO,18605,2023-01-18T00:00:00Z
ES-369,4,3,MUY BUENO,18135,2023-01-11T00:00:00Z
ES-3690,1,1,DEFICIENTE,18397,2021-07-08T00:00:00Z
ES-3691,5,5,EXCELENTE,18216,2021-12-27T00:00:00Z
ES-3692,1,1,DEFICIENTE,17585,2021-09-03T00:00:00Z
ES-3693,4,3,MUY BUENO,18300,2023-03-10T00:00:00Z
ES-3694,4,4,EXCELENTE,17839,2023-12-12T00:00:00Z
ES-3695,3,2,ACEPTABLE,16720,2023-07-06T00:00:00Z
ES-3696,5,5,EXCELENTE,16906,2023-10-20T00:00:00Z
ES-3697,5,4,EXCELENTE,18382,2022-06-26T00:00:00Z
ES-3698,3,4,MUY BUENO,18087,2023-09-11T00:00:00Z
ES-3699,3,2,ACEPTABLE,52041,2023-10-07T00:00:00Z
ES-37,2,2,ACEPTABLE,17419,2022-11-13T00:00:00Z
ES-370,1,1,DEFICIENTE,3573052,2021-04-03T00:00:00Z
ES-3700,4,3,MUY BUENO,5241188,2021-04-16T00:00:00Z
ES-3701,3,4,MUY BUENO,18217,2022-10-10T00:00:00Z
ES-3702,2,2,ACEPTABLE,9046351,2021-06-13T00:00:00Z
ES-3703,2,2,ACEPTABLE,52154,2021-06-28T00:00:00Z
ES-3704,3,4,MUY BUENO,17009,2023-04-21T00:00:00Z
ES-3705,3,4,MUY BUENO,7168609,2022-05-05T00:00:00Z
ES-3706,5,4,EXCELENTE,17204,2023-04-10T00:00:00Z
ES-3707,4,5,EXCELENTE,17026,2022-05-18T00:00:00Z
ES-3708,4,4,EXCELENTE,18369,2021-09-01T00:00:00Z
ES-3709,4,3,MUY BUENO,17330,2023-11-05T00:00:00Z
ES-371,1,1,DEFICIENTE,5799343,2022-11-19T00:00:00Z
ES-3710,5,4,EXCELENTE,52055,2022-12-18T00:00:00Z
ES-3711,2,1,REGULAR,18192,2022-09-10T00:00:00Z
ES-3712,1,1,DEFICIENTE,18357,2021-01-06T00:00:00Z
ES-3713,3,3,MUY BUENO,4749899,2023-08-16T00:00:00Z
ES-3714,3,2,ACEPTABLE,8776080,2022-03-22T00:00:00Z
ES-3715,1,1,DEFICIENTE,3568169,2021-07-28T00:00:00Z
ES-3716,3,4,MUY BUENO,17505,2022-07-10T00:00:00Z
ES-3717,1,1,DEFICIENTE,5208757,2022-01-01T00:00:00Z
ES-3718,4,3,MUY BUENO,3573050,2021-09-14T00:00:00Z
ES-3719,5,5,EXCELENTE,52197,2021-02-01T00:00:00Z
ES-372,2,2,ACEPTABLE,17065,2021-05-26T00:00:00Z
ES-3720,4,4,EXCELENTE,5201907,2023-06-08T00:00:00Z
ES-3721,1,1,DEFICIENTE,17817,2021-07-13T00:00:00Z
ES-3722,5,5,EXCELENTE,16850,2023-06-09T00:00:00Z
ES-3723,4,5,EXCELENTE,16896,2023-03-11T00:00:00Z
ES-3724,2,3,ACEPTABLE,7840405,2023-03-09T00:00:00Z
ES-3725,4,3,MUY BUENO,17800,2022-06-07T00:00:00Z
ES-3726,4,3,MUY BUENO,7126494,2023-06-13T00:00:00Z
ES-3727,4,4,EXCELENTE,4749887,2023-09-03T00:00:00Z
ES-3728,2,3,ACEPTABLE,18118,2021-12-24T00:00:00Z
ES-3729,2,2,ACEPTABLE,7928105,2022-04-04T00:00:00Z
ES-373,3,4,MUY BUENO,7125619,2023-03-21T00:00:00Z
ES-3730,2,2,ACEPTABLE,5237127,2023-11-18T00:00:00Z
ES-3731,1,1,DEFICIENTE,17299,2022-03-26T00:00:00Z
ES-3732,3,2,ACEPTABLE,18106,2022-07-19T00:00:00Z
ES-3733,4,5,EXCELENTE,17733,2022-12-08T00:00:00Z
ES-3734,2,3,ACEPTABLE,18210,2022-09-07T00:00:00Z
ES-3735,5,4,EXCELENTE,18040,2023-05-13T00:00:00Z
ES-3736,4,4,EXCELENTE,461179,2023-06-28T00:00:00Z
ES-3737,4,4,EXCELENTE,18205,2021-11-28T00:00:00Z
ES-3738,2,3,ACEPTABLE,18517,2021-01-06T00:00:00Z
ES-3739,2,3,ACEPTABLE,17741,2021-06-20T00:00:00Z
ES-374,3,3,MUY BUENO,7248182,2021-10-23T00:00:00Z
ES-3740,2,1,REGULAR,5240281,2023-01-26T00:00:00Z
ES-3741,4,5,EXCELENTE,18132,2023-09-02T00:00:00Z
ES-3742,5,5,EXCELENTE,16931,2022-12-25T00:00:00Z
ES-3743,4,4,EXCELENTE,7887312,2022-09-23T00:00:00Z
ES-3744,4,5,EXCELENTE,5218554,2023-11-30T00:00:00Z
ES-3745,4,3,MUY BUENO,18229,2022-07-09T00:00:00Z
ES-3746,4,3,MUY BUENO,17512,2021-08-18T00:00:00Z
ES-3747,4,3,MUY BUENO,17835,2022-08-12T00:00:00Z
ES-3748,2,1,REGULAR,17200,2021-06-02T00:00:00Z
ES-3749,4,5,EXCELENTE,17631,2023-10-20T00:00:00Z
ES-375,3,2,ACEPTABLE,5653965,2021-11-03T00:00:00Z
ES-3750,4,3,MUY BUENO,17681,2023-03-21T00:00:00Z
ES-3751,5,5,EXCELENTE,17398,2022-09-22T00:00:00Z
ES-3752,2,3,ACEPTABLE,17336,2022-04-10T00:00:00Z
ES-3753,3,3,MUY BUENO,18492,2023-10-29T00:00:00Z
ES-3754,1,1,DEFICIENTE,16924,2022-10-07T00:00:00Z
ES-3755,2,3,ACEPTABLE,17157,2022-02-18T00:00:00Z
ES-3756,3,2,ACEPTABLE,16749,2021-09-16T00:00:00Z
ES-3757,2,1,REGULAR,5237120,2022-08-21T00:00:00Z
ES-3758,2,2,ACEPTABLE,17551,2022-10-27T00:00:00Z
ES-3759,4,5,EXCELENTE,16858,2021-04-29T00:00:00Z
ES-376,5,5,EXCELENTE,17425,2023-05-15T00:00:00Z
ES-3760,1,1,DEFICIENTE,16956,2022-07-17T00:00:00Z
ES-3761,2,2,ACEPTABLE,17585,2023-02-11T00:00:00Z
ES-3762,3,3,MUY BUENO,18201,2021-11-07T00:00:00Z
ES-3763,5,4,EXCELENTE,17883,2023-09-17T00:00:00Z
ES-3764,2,1,REGULAR,17356,2021-01-05T00:00:00Z
ES-3765,4,4,EXCELENTE,18215,2022-02-01T00:00:00Z
ES-3766,4,3,MUY BUENO,52094,2023-12-25T00:00:00Z
ES-3767,1,1,DEFICIENTE,9261936,2023-07-25T00:00:00Z
ES-3768,1,1,DEFICIENTE,7129053,2022-08-07T00:00:00Z
ES-3769,1,1,DEFICIENTE,17872,2022-05-25T00:00:00Z
ES-377,5,4,EXCELENTE,18066,2021-02-08T00:00:00Z
ES-3770,5,5,EXCELENTE,17489,2021-07-29T00:00:00Z
ES-3771,3,4,MUY BUENO,16766,2021-11-21T00:00:00Z
ES-3772,5,4,EXCELENTE,17937,2021-09-05T00:00:00Z
ES-3773,2,1,REGULAR,17731,2022-11-16T00:00:00Z
ES-3774,2,3,ACEPTABLE,5213820,2022-06-25T00:00:00Z
ES-3775,3,4,MUY BUENO,16671,2022-09-10T00:00:00Z
ES-3776,5,4,EXCELENTE,17529,2022-01-12T00:00:00Z
ES-3777,5,5,EXCELENTE,17880,2022-02-25T00:00:00Z
ES-3778,5,5,EXCELENTE,18059,2022-08-18T00:00:00Z
ES-3779,1,1,DEFICIENTE,17353,2021-03-25T00:00:00Z
ES-378,2,1,REGULAR,17593,2022-11-02T00:00:00Z
ES-3780,3,4,MUY BUENO,17996,2023-04-05T00:00:00Z
ES-3781,3,3,MUY BUENO,18340,2023-01-14T00:00:00Z
ES-3782,3,4,MUY BUENO,18083,2022-01-19T00:00:00Z
ES-3783,1,1,DEFICIENTE,52095,2022-05-02T00:00:00Z
ES-3784,3,4,MUY BUENO,3991326,2021-01-07T00:00:00Z
ES-3785,2,2,ACEPTABLE,18467,2021-06-07T00:00:00Z
ES-3786,1,1,DEFICIENTE,17106,2021-02-03T00:00:00Z
ES-3787,2,3,ACEPTABLE,17130,2021-08-07T00:00:00Z
ES-3788,5,5,EXCELENTE,7928425,2022-08-05T00:00:00Z
ES-3789,4,4,EXCELENTE,17770,2021-05-07T00:00:00Z
ES-379,3,2,ACEPTABLE,16770,2023-01-12T00:00:00Z
ES-3790,3,2,ACEPTABLE,5237137,2023-08-05T00:00:00Z
ES-3791,4,5,EXCELENTE,16730,2022-07-18T00:00:00Z
ES-3792,3,4,MUY BUENO,18442,2022-09-26T00:00:00Z
ES-3793,4,4,EXCELENTE,18044,2023-04-11T00:00:00Z
ES-3794,4,3,MUY BUENO,17725,2021-01-13T00:00:00Z
ES-3795,5,4,EXCELENTE,16767,2023-08-07T00:00:00Z
ES-3796,4,3,MUY BUENO,7838818,2023-03-28T00:00:00Z
ES-3797,1,1,DEFICIENTE,18246,2023-07-22T00:00:00Z
ES-3798,2,3,ACEPTABLE,17038,2023-12-12T00:00:00Z
ES-3799,2,3,ACEPTABLE,18064,2021-07-09T00:00:00Z
ES-38,1,1,DEFICIENTE,3558513,2023-01-31T00:00:00Z
ES-380,5,5,EXCELENTE,17754,2022-08-20T00:00:00Z
ES-3800,5,4,EXCELENTE,17319,2021-10-28T00:00:00Z
ES-3801,3,4,MUY BUENO,18330,2021-05-30T00:00:00Z
ES-3802,2,1,REGULAR,16954,2023-08-29T00:00:00Z
ES-3803,3,4,MUY BUENO,4730835,2021-07-27T00:00:00Z
ES-3804,3,4,MUY BUENO,18008,2021-10-10T00:00:00Z
ES-3805,2,3,ACEPTABLE,17779,2021-10-20T00:00:00Z
ES-3806,4,3,MUY BUENO,7602249,2022-06-04T00:00:00Z
ES-3807,2,3,ACEPTABLE,3573057,2022-02-24T00:00:00Z
ES-3808,5,5,EXCELENTE,18484,2023-07-20T00:00:00Z
ES-3809,3,4,MUY BUENO,3569210,2021-12-12T00:00:00Z
ES-381,1,1,DEFICIENTE,3569222,2022-10-09T00:00:00Z
ES-3810,1,1,DEFICIENTE,17389,2022-02-28T00:00:00Z
ES-3811,4,3,MUY BUENO,18616,2023-09-03T00:00:00Z
ES-3812,3,3,MUY BUENO,3962084,2023-02-13T00:00:00Z
ES-3813,2,2,ACEPTABLE,17260,2022-07-15T00:00:00Z
ES-3814,3,2,ACEPTABLE,5071591,2022-08-10T00:00:00Z
ES-3815,3,3,MUY BUENO,17652,2022-04-26T00:00:00Z
ES-3816,2,3,ACEPTABLE,52162,2022-09-27T00:00:00Z
ES-3817,3,3,MUY BUENO,5237122,2022-04-12T00:00:00Z
ES-3818,4,5,EXCELENTE,18262,2022-02-27T00:00:00Z
ES-3819,4,4,EXCELENTE,16859,2023-05-23T00:00:00Z
ES-382,3,3,MUY BUENO,9294001,2022-09-24T00:00:00Z
ES-3820,3,2,ACEPTABLE,7126494,2022-03-06T00:00:00Z
ES-3821,2,2,ACEPTABLE,17356,2022-05-07T00:00:00Z
ES-3822,3,2,ACEPTABLE,17841,2021-02-14T00:00:00Z
ES-3823,4,4,EXCELENTE,18506,2021-09-23T00:00:00Z
ES-3824,5,5,EXCELENTE,17399,2023-10-04T00:00:00Z
ES-3825,2,1,REGULAR,16751,2022-06-04T00:00:00Z
ES-3826,4,4,EXCELENTE,17764,2022-12-08T00:00:00Z
ES-3827,3,3,MUY BUENO,17730,2022-10-04T00:00:00Z
ES-3828,5,5,EXCELENTE,17747,2022-11-09T00:00:00Z
ES-3829,4,3,MUY BUENO,17148,2021-05-24T00:00:00Z
ES-383,5,5,EXCELENTE,16965,2021-04-03T00:00:00Z
ES-3830,1,1,DEFICIENTE,18254,2023-10-24T00:00:00Z
ES-3831,1,1,DEFICIENTE,18140,2022-08-29T00:00:00Z
ES-3832,4,4,EXCELENTE,18035,2023-10-19T00:00:00Z
ES-3833,4,3,MUY BUENO,16867,2021-09-15T00:00:00Z
ES-3834,5,5,EXCELENTE,18348,2023-08-24T00:00:00Z
ES-3835,4,4,EXCELENTE,9046339,2022-08-23T00:00:00Z
ES-3836,4,5,EXCELENTE,18405,2021-10-26T00:00:00Z
ES-3837,5,4,EXCELENTE,5241174,2022-11-27T00:00:00Z
ES-3838,4,5,EXCELENTE,7902706,2021-06-21T00:00:00Z
ES-3839,3,3,MUY BUENO,18061,2022-01-06T00:00:00Z
ES-384,1,1,DEFICIENTE,18374,2023-10-10T00:00:00Z
ES-3840,5,4,EXCELENTE,17388,2021-06-30T00:00:00Z
ES-3841,1,1,DEFICIENTE,5240275,2021-09-24T00:00:00Z
ES-3842,4,5,EXCELENTE,52103,2021-10-09T00:00:00Z
ES-3843,4,4,EXCELENTE,16698,2023-08-26T00:00:00Z
ES-3844,2,1,REGULAR,17493,2022-06-29T00:00:00Z
ES-3845,2,1,REGULAR,18334,2023-04-01T00:00:00Z
ES-3846,4,3,MUY BUENO,7908163,2022-09-20T00:00:00Z
ES-3847,3,2,ACEPTABLE,16830,2021-02-15T00:00:00Z
ES-3848,1,1,DEFICIENTE,18046,2021-02-05T00:00:00Z
ES-3849,1,1,DEFICIENTE,52170,2023-01-15T00:00:00Z
ES-385,1,1,DEFICIENTE,16972,2023-07-14T00:00:00Z
ES-3850,1,2,REGULAR,52047,2022-02-06T00:00:00Z
ES-3851,3,3,MUY BUENO,7928031,2023-02-11T00:00:00Z
ES-3852,5,5,EXCELENTE,17859,2021-09-22T00:00:00Z
ES-3853,2,2,ACEPTABLE,7403980,2023-08-11T00:00:00Z
ES-3854,5,5,EXCELENTE,3962563,2022-01-26T00:00:00Z
ES-3855,3,2,ACEPTABLE,7125612,2021-12-20T00:00:00Z
ES-3856,3,3,MUY BUENO,52197,2023-09-07T00:00:00Z
ES-3857,1,1,DEFICIENTE,52061,2023-01-06T00:00:00Z
ES-3858,1,2,REGULAR,17815,2023-11-12T00:00:00Z
ES-3859,3,3,MUY BUENO,17087,2022-01-12T00:00:00Z
ES-386,2,1,REGULAR,17064,2023-06-23T00:00:00Z
ES-3860,3,4,MUY BUENO,5237114,2023-05-10T00:00:00Z
ES-3861,5,5,EXCELENTE,18302,2021-09-19T00:00:00Z
ES-3862,2,3,ACEPTABLE,5237124,2023-09-03T00:00:00Z
ES-3863,1,1,DEFICIENTE,18590,2023-08-25T00:00:00Z
ES-3864,2,1,REGULAR,17125,2023-04-12T00:00:00Z
ES-3865,3,3,MUY BUENO,17513,2022-11-28T00:00:00Z
ES-3866,4,4,EXCELENTE,17459,2021-06-29T00:00:00Z
ES-3867,2,2,ACEPTABLE,17337,2022-10-29T00:00:00Z
ES-3868,4,5,EXCELENTE,18598,2022-07-01T00:00:00Z
ES-3869,4,5,EXCELENTE,52115,2022-03-07T00:00:00Z
ES-387,5,5,EXCELENTE,17392,2023-06-08T00:00:00Z
ES-3870,3,3,MUY BUENO,18471,2021-03-23T00:00:00Z
ES-3871,3,3,MUY BUENO,18295,2021-07-17T00:00:00Z
ES-3872,3,3,MUY BUENO,16695,2021-05-01T00:00:00Z
ES-3873,1,1,DEFICIENTE,18104,2022-10-05T00:00:00Z
ES-3874,2,3,ACEPTABLE,17002,2023-11-08T00:00:00Z
ES-3875,5,5,EXCELENTE,9046351,2022-01-31T00:00:00Z
ES-3876,1,1,DEFICIENTE,17955,2021-10-11T00:00:00Z
ES-3877,5,5,EXCELENTE,18496,2022-09-28T00:00:00Z
ES-3878,2,2,ACEPTABLE,17995,2022-10-28T00:00:00Z
ES-3879,5,4,EXCELENTE,17428,2023-04-13T00:00:00Z
ES-388,5,5,EXCELENTE,18447,2022-07-04T00:00:00Z
ES-3880,5,4,EXCELENTE,17430,2021-06-03T00:00:00Z
ES-3881,3,2,ACEPTABLE,17026,2021-12-29T00:00:00Z
ES-3882,3,3,MUY BUENO,52218,2021-12-19T00:00:00Z
ES-3883,3,2,ACEPTABLE,5237118,2023-02-28T00:00:00Z
ES-3884,2,3,ACEPTABLE,8914014,2021-01-03T00:00:00Z
ES-3885,5,5,EXCELENTE,18362,2022-12-02T00:00:00Z
ES-3886,2,1,REGULAR,3573058,2021-05-20T00:00:00Z
ES-3887,3,2,ACEPTABLE,18442,2022-09-04T00:00:00Z
ES-3888,3,4,MUY BUENO,7356671,2023-09-07T00:00:00Z
ES-3889,2,3,ACEPTABLE,18154,2021-12-19T00:00:00Z
ES-389,5,4,EXCELENTE,52159,2022-07-13T00:00:00Z
ES-3890,3,3,MUY BUENO,17047,2021-09-23T00:00:00Z
ES-3891,4,5,EXCELENTE,18614,2021-06-16T00:00:00Z
ES-3892,3,2,ACEPTABLE,17583,2022-01-19T00:00:00Z
ES-3893,2,1,REGULAR,16713,2023-03-22T00:00:00Z
ES-3894,4,3,MUY BUENO,17924,2021-07-30T00:00:00Z
ES-3895,5,4,EXCELENTE,17078,2022-10-09T00:00:00Z
ES-3896,5,4,EXCELENTE,17198,2021-04-18T00:00:00Z
ES-3897,4,4,EXCELENTE,5240105,2022-05-30T00:00:00Z
ES-3898,5,5,EXCELENTE,18107,2023-06-21T00:00:00Z
ES-3899,2,3,ACEPTABLE,18417,2021-03-30T00:00:00Z
ES-39,2,1,REGULAR,18351,2023-09-17T00:00:00Z
ES-390,1,2,REGULAR,4749887,2023-07-11T00:00:00Z
ES-3900,4,5,EXCELENTE,17093,2023-11-12T00:00:00Z
ES-3901,3,4,MUY BUENO,16846,2023-08-04T00:00:00Z
ES-3902,2,3,ACEPTABLE,18505,2021-07-21T00:00:00Z
ES-3903,5,4,EXCELENTE,5653727,2022-09-22T00:00:00Z
ES-3904,5,5,EXCELENTE,17901,2023-02-22T00:00:00Z
ES-3905,1,1,DEFICIENTE,17983,2023-10-12T00:00:00Z
ES-3906,2,3,ACEPTABLE,18569,2021-04-14T00:00:00Z
ES-3907,2,3,ACEPTABLE,7245849,2021-01-10T00:00:00Z
ES-3908,1,2,REGULAR,16958,2023-09-21T00:00:00Z
ES-3909,4,4,EXCELENTE,17373,2022-08-20T00:00:00Z
ES-391,5,5,EXCELENTE,18393,2023-10-05T00:00:00Z
ES-3910,3,3,MUY BUENO,18560,2021-03-27T00:00:00Z
ES-3911,3,3,MUY BUENO,17344,2021-08-19T00:00:00Z
ES-3912,4,5,EXCELENTE,3573005,2023-11-14T00:00:00Z
ES-3913,5,5,EXCELENTE,17114,2022-10-12T00:00:00Z
ES-3914,1,1,DEFICIENTE,18398,2021-08-02T00:00:00Z
ES-3915,4,3,MUY BUENO,3573332,2022-11-29T00:00:00Z
ES-3916,2,1,REGULAR,8786012,2023-05-18T00:00:00Z
ES-3917,4,3,MUY BUENO,18122,2021-01-20T00:00:00Z
ES-3918,5,5,EXCELENTE,17974,2023-03-20T00:00:00Z
ES-3919,4,5,EXCELENTE,17610,2022-05-04T00:00:00Z
ES-392,1,1,DEFICIENTE,17158,2021-06-29T00:00:00Z
ES-3920,2,2,ACEPTABLE,17903,2023-03-04T00:00:00Z
ES-3921,3,3,MUY BUENO,17539,2022-06-18T00:00:00Z
ES-3922,2,3,ACEPTABLE,16966,2023-07-17T00:00:00Z
ES-3923,5,5,EXCELENTE,17391,2021-01-11T00:00:00Z
ES-3924,4,4,EXCELENTE,8799532,2023-04-01T00:00:00Z
ES-3925,1,1,DEFICIENTE,18414,2023-07-16T00:00:00Z
ES-3926,5,4,EXCELENTE,17163,2021-12-25T00:00:00Z
ES-3927,2,3,ACEPTABLE,17423,2023-08-22T00:00:00Z
ES-3928,3,4,MUY BUENO,52182,2023-01-09T00:00:00Z
ES-3929,1,1,DEFICIENTE,9181989,2023-04-30T00:00:00Z
ES-393,4,4,EXCELENTE,18071,2021-12-11T00:00:00Z
ES-3930,5,5,EXCELENTE,17460,2023-02-10T00:00:00Z
ES-3931,4,5,EXCELENTE,5653905,2023-06-17T00:00:00Z
ES-3932,3,2,ACEPTABLE,17081,2021-07-25T00:00:00Z
ES-3933,3,4,MUY BUENO,18170,2022-11-08T00:00:00Z
ES-3934,3,4,MUY BUENO,52078,2023-12-22T00:00:00Z
ES-3935,5,4,EXCELENTE,52144,2022-04-28T00:00:00Z
ES-3936,1,2,REGULAR,3531281,2023-02-27T00:00:00Z
ES-3937,1,2,REGULAR,52206,2023-09-19T00:00:00Z
ES-3938,4,3,MUY BUENO,18138,2021-05-09T00:00:00Z
ES-3939,1,1,DEFICIENTE,7889423,2021-11-23T00:00:00Z
ES-394,2,2,ACEPTABLE,8914013,2023-07-16T00:00:00Z
ES-3940,3,4,MUY BUENO,17542,2021-10-27T00:00:00Z
ES-3941,3,2,ACEPTABLE,3573051,2021-05-20T00:00:00Z
ES-3942,2,1,REGULAR,17695,2023-04-12T00:00:00Z
ES-3943,5,4,EXCELENTE,7933003,2023-07-27T00:00:00Z
ES-3944,1,1,DEFICIENTE,17316,2022-01-06T00:00:00Z
ES-3945,1,1,DEFICIENTE,5211393,2023-02-06T00:00:00Z
ES-3946,1,2,REGULAR,18051,2023-01-02T00:00:00Z
ES-3947,4,5,EXCELENTE,18444,2023-10-01T00:00:00Z
ES-3948,4,4,EXCELENTE,17213,2022-06-20T00:00:00Z
ES-3949,4,4,EXCELENTE,17543,2023-06-27T00:00:00Z
ES-395,1,1,DEFICIENTE,17642,2023-10-12T00:00:00Z
ES-3950,3,4,MUY BUENO,17694,2023-01-03T00:00:00Z
ES-3951,3,4,MUY BUENO,17617,2023-02-20T00:00:00Z
ES-3952,5,5,EXCELENTE,16988,2023-04-05T00:00:00Z
ES-3953,5,5,EXCELENTE,16825,2023-11-08T00:00:00Z
ES-3954,2,1,REGULAR,9403201,2023-12-24T00:00:00Z
ES-3955,3,3,MUY BUENO,5240110,2021-01-07T00:00:00Z
ES-3956,5,4,EXCELENTE,17705,2021-10-04T00:00:00Z
ES-3957,1,2,REGULAR,17769,2023-03-05T00:00:00Z
ES-3958,2,2,ACEPTABLE,18173,2023-02-22T00:00:00Z
ES-3959,4,3,MUY BUENO,17526,2022-05-16T00:00:00Z
ES-396,1,1,DEFICIENTE,17505,2022-08-23T00:00:00Z
ES-3960,5,5,EXCELENTE,5240277,2023-08-24T00:00:00Z
ES-3961,1,1,DEFICIENTE,52169,2023-06-24T00:00:00Z
ES-3962,3,4,MUY BUENO,17396,2021-02-10T00:00:00Z
ES-3963,1,2,REGULAR,17650,2023-03-23T00:00:00Z
ES-3964,1,1,DEFICIENTE,52051,2022-02-07T00:00:00Z
ES-3965,3,4,MUY BUENO,5654059,2023-02-13T00:00:00Z
ES-3966,1,1,DEFICIENTE,52066,2023-05-06T00:00:00Z
ES-3967,1,1,DEFICIENTE,17327,2023-03-18T00:00:00Z
ES-3968,1,1,DEFICIENTE,18050,2022-02-26T00:00:00Z
ES-3969,3,3,MUY BUENO,18037,2022-12-17T00:00:00Z
ES-397,5,5,EXCELENTE,16964,2022-12-01T00:00:00Z
ES-3970,2,1,REGULAR,17565,2022-02-01T00:00:00Z
ES-3971,4,5,EXCELENTE,17154,2023-03-10T00:00:00Z
ES-3972,2,1,REGULAR,17693,2022-11-24T00:00:00Z
ES-3973,2,3,ACEPTABLE,18367,2023-11-16T00:00:00Z
ES-3974,4,5,EXCELENTE,17614,2022-06-07T00:00:00Z
ES-3975,4,4,EXCELENTE,18444,2022-12-21T00:00:00Z
ES-3976,5,5,EXCELENTE,17868,2021-01-06T00:00:00Z
ES-3977,2,3,ACEPTABLE,8786012,2022-07-21T00:00:00Z
ES-3978,1,1,DEFICIENTE,52089,2022-10-21T00:00:00Z
ES-3979,3,3,MUY BUENO,17602,2023-08-08T00:00:00Z
ES-398,5,4,EXCELENTE,7889423,2021-01-18T00:00:00Z
ES-3980,5,5,EXCELENTE,17994,2023-10-25T00:00:00Z
ES-3981,4,5,EXCELENTE,52123,2023-05-02T00:00:00Z
ES-3982,5,4,EXCELENTE,7280401,2022-05-16T00:00:00Z
ES-3983,3,4,MUY BUENO,18211,2023-07-16T00:00:00Z
ES-3984,3,2,ACEPTABLE,4704499,2023-11-29T00:00:00Z
ES-3985,2,1,REGULAR,17294,2021-12-12T00:00:00Z
ES-3986,3,2,ACEPTABLE,17397,2021-07-30T00:00:00Z
ES-3987,3,4,MUY BUENO,5653960,2021-07-17T00:00:00Z
ES-3988,4,3,MUY BUENO,18212,2021-06-12T00:00:00Z
ES-3989,1,2,REGULAR,17558,2022-10-16T00:00:00Z
ES-399,2,3,ACEPTABLE,18422,2023-09-30T00:00:00Z
ES-3990,3,4,MUY BUENO,18304,2021-09-13T00:00:00Z
ES-3991,2,3,ACEPTABLE,17530,2023-12-30T00:00:00Z
ES-3992,5,4,EXCELENTE,5166868,2023-03-10T00:00:00Z
ES-3993,4,4,EXCELENTE,17601,2023-05-15T00:00:00Z
ES-3994,3,2,ACEPTABLE,17041,2021-02-15T00:00:00Z
ES-3995,1,1,DEFICIENTE,18487,2021-05-27T00:00:00Z
ES-3996,2,1,REGULAR,52196,2023-10-24T00:00:00Z
ES-3997,1,1,DEFICIENTE,9269361,2023-11-21T00:00:00Z
ES-3998,4,5,EXCELENTE,18108,2021-05-21T00:00:00Z
ES-3999,5,5,EXCELENTE,18540,2022-08-29T00:00:00Z
ES-4,2,1,REGULAR,9187084,2021-06-25T00:00:00Z
ES-40,4,4,EXCELENTE,17092,2023-02-23T00:00:00Z
ES-400,3,2,ACEPTABLE,18493,2021-01-15T00:00:00Z
ES-4000,4,4,EXCELENTE,17256,2023-01-13T00:00:00Z
ES-4001,4,3,MUY BUENO,5195695,2021-08-29T00:00:00Z
ES-4002,4,3,MUY BUENO,52040,2023-11-02T00:00:00Z
ES-4003,1,1,DEFICIENTE,5241175,2021-02-27T00:00:00Z
ES-4004,5,5,EXCELENTE,17297,2021-03-22T00:00:00Z
ES-4005,3,4,MUY BUENO,8775149,2022-04-04T00:00:00Z
ES-4006,1,1,DEFICIENTE,52108,2021-06-07T00:00:00Z
ES-4007,4,5,EXCELENTE,8799554,2021-10-23T00:00:00Z
ES-4008,3,4,MUY BUENO,18046,2021-04-26T00:00:00Z
ES-4009,3,4,MUY BUENO,17722,2023-06-13T00:00:00Z
ES-401,5,5,EXCELENTE,3740132,2022-10-13T00:00:00Z
ES-4010,4,3,MUY BUENO,16718,2021-03-15T00:00:00Z
ES-4011,2,3,ACEPTABLE,17069,2022-03-30T00:00:00Z
ES-4012,2,3,ACEPTABLE,18448,2023-04-18T00:00:00Z
ES-4013,3,3,MUY BUENO,17709,2021-05-03T00:00:00Z
ES-4014,3,3,MUY BUENO,18046,2021-12-01T00:00:00Z
ES-4015,3,4,MUY BUENO,18582,2023-05-15T00:00:00Z
ES-4016,1,1,DEFICIENTE,16872,2023-07-04T00:00:00Z
ES-4017,4,3,MUY BUENO,9492616,2021-12-14T00:00:00Z
ES-4018,4,3,MUY BUENO,18234,2023-10-22T00:00:00Z
ES-4019,4,4,EXCELENTE,5261893,2021-02-12T00:00:00Z
ES-402,3,2,ACEPTABLE,18030,2022-02-04T00:00:00Z
ES-4020,3,2,ACEPTABLE,18498,2022-01-18T00:00:00Z
ES-4021,1,1,DEFICIENTE,16746,2023-01-24T00:00:00Z
ES-4022,3,2,ACEPTABLE,5219922,2023-06-11T00:00:00Z
ES-4023,2,3,ACEPTABLE,17993,2023-10-18T00:00:00Z
ES-4024,1,2,REGULAR,17589,2023-05-08T00:00:00Z
ES-4025,2,2,ACEPTABLE,17942,2023-03-23T00:00:00Z
ES-4026,3,2,ACEPTABLE,17273,2022-05-06T00:00:00Z
ES-4027,2,3,ACEPTABLE,3568708,2021-03-10T00:00:00Z
ES-4028,4,5,EXCELENTE,17745,2022-12-28T00:00:00Z
