_id,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JUEGOID,TIPO,COMENTARIOS
MNT-09236,2024-05-13T00:00:00Z,PREVENTIVO,BUENO,MALO,8928401,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9236
MNT-09237,2024-04-25T00:00:00Z,EMERGENCIA,MALO,MALO,3559869,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9237
MNT-09238,2024-02-06T00:00:00Z,CORRECTIVO,MALO,REGULAR,22408,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9238
MNT-09239,2024-05-21T00:00:00Z,CORRECTIVO,MALO,REGULAR,32839,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9239
MNT-09240,2024-08-11T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,8803494,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9240
MNT-09241,2023-04-12T00:00:00Z,CORRECTIVO,REGULAR,MALO,4704505,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9241
MNT-09242,2023-06-11T00:00:00Z,CORRECTIVO,BUENO,REGULAR,4961109,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9242
MNT-09243,2023-12-16T00:00:00Z,EMERGENCIA,MALO,BUENO,57987,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9243
MNT-09244,2024-02-14T00:00:00Z,PREVENTIVO,MALO,BUENO,25284,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9244
MNT-09245,2023-12-28T00:00:00Z,PREVENTIVO,REGULAR,MALO,7741332,QUEJA_USUARIO,NAN
MNT-09246,2024-08-16T00:00:00Z,PREVENTIVO,BUENO,MALO,9276785,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9246
MNT-09247,2024-05-13T00:00:00Z,PREVENTIVO,REGULAR,MALO,4730864,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9247
MNT-09248,2023-12-23T00:00:00Z,CORRECTIVO,BUENO,BUENO,9497309,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9248
MNT-09249,2024-05-05T00:00:00Z,EMERGENCIA,BUENO,BUENO,9398186,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9249
MNT-09250,2023-12-17T00:00:00Z,PREVENTIVO,REGULAR,BUENO,4793820,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9250
MNT-09251,2024-07-20T00:00:00Z,PREVENTIVO,MALO,MALO,9291557,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9251
MNT-09252,2024-01-30T00:00:00Z,CORRECTIVO,BUENO,BUENO,7591507,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9252
MNT-09253,2023-10-26T00:00:00Z,PREVENTIVO,MALO,REGULAR,9396651,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9253
MNT-09254,2024-09-19T00:00:00Z,PREVENTIVO,MALO,MALO,24719,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9254
MNT-09255,2024-03-30T00:00:00Z,CORRECTIVO,BUENO,REGULAR,9291001,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9255
MNT-09256,2023-11-24T00:00:00Z,CORRECTIVO,MALO,MALO,59455,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9256
MNT-09257,2024-09-08T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,9176866,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9257
MNT-09258,2023-12-29T00:00:00Z,PREVENTIVO,BUENO,BUENO,7862151,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9258
MNT-09259,2023-12-20T00:00:00Z,CORRECTIVO,MALO,BUENO,33501,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9259
MNT-09260,2024-02-18T00:00:00Z,CORRECTIVO,MALO,REGULAR,4745671,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9260
MNT-09261,2024-08-13T00:00:00Z,PREVENTIVO,BUENO,BUENO,7928434,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9261
MNT-09262,2024-03-18T00:00:00Z,PREVENTIVO,REGULAR,MALO,3565847,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9262
MNT-09263,2024-05-09T00:00:00Z,PREVENTIVO,BUENO,BUENO,22283,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9263
MNT-09264,2023-12-18T00:00:00Z,CORRECTIVO,MALO,MALO,34857,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9264
MNT-09265,2024-07-20T00:00:00Z,PREVENTIVO,BUENO,BUENO,24874,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9265
MNT-09266,2024-05-02T00:00:00Z,CORRECTIVO,REGULAR,REGULAR,59467,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9266
MNT-09267,2023-12-23T00:00:00Z,CORRECTIVO,MALO,REGULAR,9497228,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9267
MNT-09268,2024-01-25T00:00:00Z,PREVENTIVO,REGULAR,MALO,19377,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9268
MNT-09269,2024-02-09T00:00:00Z,EMERGENCIA,MALO,BUENO,59937,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9269
MNT-09270,2024-03-02T00:00:00Z,CORRECTIVO,BUENO,BUENO,59260,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9270
MNT-09271,2024-04-05T00:00:00Z,EMERGENCIA,BUENO,MALO,451537,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9271
MNT-09272,2024-03-14T00:00:00Z,CORRECTIVO,MALO,REGULAR,3573457,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9272
MNT-09273,2024-04-09T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,20093,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9273
MNT-09274,2024-09-05T00:00:00Z,CORRECTIVO,BUENO,BUENO,5241062,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9274
MNT-09275,2023-11-18T00:00:00Z,CORRECTIVO,MALO,MALO,7143534,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9275
MNT-09276,2024-05-09T00:00:00Z,CORRECTIVO,BUENO,MALO,59033,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9276
MNT-09277,2023-12-03T00:00:00Z,PREVENTIVO,REGULAR,MALO,20011,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9277
MNT-09278,2024-01-11T00:00:00Z,PREVENTIVO,BUENO,MALO,3576653,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9278
MNT-09279,2024-02-28T00:00:00Z,EMERGENCIA,REGULAR,MALO,24777,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9279
MNT-09280,2024-08-17T00:00:00Z,PREVENTIVO,MALO,REGULAR,7943823,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9280
MNT-09281,2023-12-20T00:00:00Z,CORRECTIVO,MALO,BUENO,5241067,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9281
MNT-09282,2024-02-15T00:00:00Z,EMERGENCIA,MALO,BUENO,5025120,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9282
MNT-09283,2023-12-03T00:00:00Z,CORRECTIVO,BUENO,MALO,21430,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9283
MNT-09284,2024-07-02T00:00:00Z,PREVENTIVO,MALO,BUENO,8800691,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9284
MNT-09285,2024-08-27T00:00:00Z,EMERGENCIA,BUENO,BUENO,7116448,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9285
MNT-09286,2024-03-08T00:00:00Z,EMERGENCIA,MALO,REGULAR,9223715,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9286
MNT-09287,2024-02-17T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,19851,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9287
MNT-09288,2024-03-28T00:00:00Z,CORRECTIVO,MALO,REGULAR,7853214,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9288
MNT-09289,2024-05-30T00:00:00Z,CORRECTIVO,REGULAR,BUENO,3567936,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9289
MNT-09290,2023-12-25T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,22043,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9290
MNT-09291,2023-11-17T00:00:00Z,CORRECTIVO,BUENO,MALO,19130,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9291
MNT-09292,2024-04-01T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,8803539,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9292
MNT-09293,2024-07-26T00:00:00Z,EMERGENCIA,MALO,BUENO,25637,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9293
MNT-09294,2024-08-04T00:00:00Z,EMERGENCIA,BUENO,MALO,9182077,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9294
MNT-09295,2024-05-11T00:00:00Z,CORRECTIVO,MALO,MALO,22509,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9295
MNT-09296,2024-06-20T00:00:00Z,CORRECTIVO,BUENO,REGULAR,7928103,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9296
MNT-09297,2024-04-03T00:00:00Z,EMERGENCIA,BUENO,REGULAR,25617,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9297
MNT-09298,2024-02-13T00:00:00Z,CORRECTIVO,REGULAR,MALO,21611,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9298
MNT-09299,2024-04-01T00:00:00Z,EMERGENCIA,MALO,MALO,9285394,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9299
MNT-09300,2024-09-16T00:00:00Z,PREVENTIVO,BUENO,MALO,58675,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9300
MNT-09301,2023-01-11T00:00:00Z,CORRECTIVO,BUENO,REGULAR,22040,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9301
MNT-09302,2024-06-24T00:00:00Z,CORRECTIVO,BUENO,REGULAR,32512,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9302
MNT-09303,2023-12-18T00:00:00Z,PREVENTIVO,MALO,REGULAR,58172,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9303
MNT-09304,2023-11-16T00:00:00Z,CORRECTIVO,MALO,BUENO,22020,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9304
MNT-09305,2024-08-15T00:00:00Z,PREVENTIVO,REGULAR,MALO,59294,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9305
MNT-09306,2023-11-25T00:00:00Z,PREVENTIVO,MALO,BUENO,5025126,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9306
MNT-09307,2024-04-09T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,5133169,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9307
MNT-09308,2023-11-01T00:00:00Z,PREVENTIVO,MALO,REGULAR,19703,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9308
MNT-09309,2024-08-17T00:00:00Z,PREVENTIVO,BUENO,REGULAR,9277666,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9309
MNT-09310,2024-06-04T00:00:00Z,EMERGENCIA,BUENO,MALO,19861,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9310
MNT-09311,2024-09-22T00:00:00Z,EMERGENCIA,BUENO,REGULAR,9051951,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9311
MNT-09312,2024-09-09T00:00:00Z,EMERGENCIA,BUENO,BUENO,5659747,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9312
MNT-09313,2024-11-06T00:00:00Z,CORRECTIVO,BUENO,BUENO,7927327,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9313
MNT-09314,2024-10-04T00:00:00Z,EMERGENCIA,MALO,MALO,4986517,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9314
MNT-09315,2024-07-12T00:00:00Z,CORRECTIVO,MALO,BUENO,3567548,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9315
MNT-09316,2024-06-23T00:00:00Z,EMERGENCIA,MALO,BUENO,22021,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9316
MNT-09317,2024-10-13T00:00:00Z,EMERGENCIA,REGULAR,BUENO,9237520,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9317
MNT-09318,2023-10-30T00:00:00Z,EMERGENCIA,MALO,MALO,25678,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9318
MNT-09319,2024-12-09T00:00:00Z,CORRECTIVO,BUENO,MALO,19481,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9319
MNT-09320,2024-05-22T00:00:00Z,EMERGENCIA,REGULAR,BUENO,5239350,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9320
MNT-09321,2024-02-01T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,8941989,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9321
MNT-09322,2024-08-26T00:00:00Z,CORRECTIVO,MALO,REGULAR,7107761,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9322
MNT-09323,2024-04-24T00:00:00Z,PREVENTIVO,MALO,REGULAR,9473782,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9323
MNT-09324,2024-04-17T00:00:00Z,EMERGENCIA,MALO,MALO,53087,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9324
MNT-09325,2024-10-09T00:00:00Z,CORRECTIVO,MALO,REGULAR,35138,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9325
MNT-09326,2024-03-07T00:00:00Z,CORRECTIVO,MALO,REGULAR,3579842,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9326
MNT-09327,2024-06-14T00:00:00Z,PREVENTIVO,BUENO,MALO,22247,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9327
MNT-09328,2023-12-02T00:00:00Z,CORRECTIVO,BUENO,BUENO,22181,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9328
MNT-09329,2024-07-15T00:00:00Z,EMERGENCIA,BUENO,BUENO,7862444,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9329
MNT-09330,2024-04-19T00:00:00Z,EMERGENCIA,REGULAR,BUENO,59507,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9330
MNT-09331,2024-07-20T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,7248024,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9331
MNT-09332,2024-05-27T00:00:00Z,EMERGENCIA,BUENO,MALO,6777926,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9332
MNT-09333,2024-03-25T00:00:00Z,EMERGENCIA,MALO,MALO,9159017,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9333
MNT-09334,2024-06-06T00:00:00Z,EMERGENCIA,BUENO,MALO,5848016,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9334
MNT-09335,2024-02-02T00:00:00Z,CORRECTIVO,REGULAR,MALO,3559703,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9335
MNT-09336,2024-09-13T00:00:00Z,PREVENTIVO,MALO,MALO,7896589,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9336
MNT-09337,2024-07-09T00:00:00Z,PREVENTIVO,REGULAR,REGULAR,33572,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9337
MNT-09338,2023-10-31T00:00:00Z,PREVENTIVO,BUENO,BUENO,7591616,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9338
MNT-09339,2024-09-13T00:00:00Z,PREVENTIVO,MALO,REGULAR,33220,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9339
MNT-09340,2023-02-11T00:00:00Z,CORRECTIVO,BUENO,REGULAR,3567940,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9340
MNT-09341,2023-12-21T00:00:00Z,EMERGENCIA,MALO,BUENO,19730,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9341
MNT-09342,2024-04-30T00:00:00Z,CORRECTIVO,MALO,BUENO,32699,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9342
MNT-09343,2024-09-22T00:00:00Z,CORRECTIVO,MALO,BUENO,34923,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9343
MNT-09344,2024-12-09T00:00:00Z,CORRECTIVO,REGULAR,BUENO,58936,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9344
MNT-09345,2024-06-01T00:00:00Z,PREVENTIVO,MALO,REGULAR,19706,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9345
MNT-09346,2024-03-27T00:00:00Z,CORRECTIVO,MALO,REGULAR,9446468,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9346
MNT-09347,2024-10-02T00:00:00Z,EMERGENCIA,REGULAR,BUENO,60112,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9347
MNT-09348,2024-02-06T00:00:00Z,EMERGENCIA,REGULAR,BUENO,9473789,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9348
MNT-09349,2024-05-17T00:00:00Z,PREVENTIVO,MALO,MALO,7862153,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9349
MNT-09350,2023-12-24T00:00:00Z,CORRECTIVO,REGULAR,MALO,5003295,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9350
MNT-09351,2024-09-04T00:00:00Z,CORRECTIVO,MALO,BUENO,8225529,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9351
MNT-09352,2024-09-05T00:00:00Z,PREVENTIVO,REGULAR,MALO,4987855,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9352
MNT-09353,2024-04-30T00:00:00Z,PREVENTIVO,REGULAR,BUENO,59502,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9353
MNT-09354,2024-02-03T00:00:00Z,CORRECTIVO,BUENO,BUENO,24670,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9354
MNT-09355,2024-02-12T00:00:00Z,PREVENTIVO,REGULAR,BUENO,7143522,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9355
MNT-09356,2024-06-17T00:00:00Z,CORRECTIVO,REGULAR,MALO,8938186,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9356
MNT-09357,2024-06-13T00:00:00Z,EMERGENCIA,REGULAR,MALO,4704516,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9357
MNT-09358,2024-02-07T00:00:00Z,EMERGENCIA,REGULAR,MALO,7862445,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9358
MNT-09359,2024-07-19T00:00:00Z,EMERGENCIA,MALO,REGULAR,34212,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9359
MNT-09360,2024-08-29T00:00:00Z,PREVENTIVO,MALO,MALO,6778202,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9360
MNT-09361,2024-01-14T00:00:00Z,EMERGENCIA,MALO,REGULAR,5239171,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9361
MNT-09362,2023-11-01T00:00:00Z,CORRECTIVO,MALO,MALO,33640,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9362
MNT-09363,2024-03-11T00:00:00Z,PREVENTIVO,BUENO,BUENO,9398262,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9363
MNT-09364,2023-11-29T00:00:00Z,EMERGENCIA,REGULAR,MALO,19816,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9364
MNT-09365,2024-05-09T00:00:00Z,PREVENTIVO,MALO,REGULAR,58342,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9365
MNT-09366,2024-03-03T00:00:00Z,CORRECTIVO,BUENO,REGULAR,5216570,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9366
MNT-09367,2024-12-02T00:00:00Z,CORRECTIVO,BUENO,MALO,7294639,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9367
MNT-09368,2024-05-18T00:00:00Z,PREVENTIVO,REGULAR,BUENO,5231458,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9368
MNT-09369,2024-03-31T00:00:00Z,PREVENTIVO,MALO,REGULAR,19127,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9369
MNT-09370,2024-02-09T00:00:00Z,PREVENTIVO,BUENO,MALO,3567987,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9370
MNT-09371,2023-11-22T00:00:00Z,EMERGENCIA,REGULAR,MALO,9181009,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9371
MNT-09372,2024-06-05T00:00:00Z,PREVENTIVO,BUENO,BUENO,5658967,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9372
MNT-09373,2023-11-11T00:00:00Z,EMERGENCIA,REGULAR,MALO,9492975,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9373
MNT-09374,2024-01-09T00:00:00Z,CORRECTIVO,REGULAR,BUENO,7126157,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9374
MNT-09375,2024-12-02T00:00:00Z,PREVENTIVO,REGULAR,BUENO,33657,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9375
MNT-09376,2023-12-19T00:00:00Z,PREVENTIVO,MALO,MALO,33712,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9376
MNT-09377,2024-11-07T00:00:00Z,EMERGENCIA,REGULAR,BUENO,7893886,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9377
MNT-09378,2024-08-09T00:00:00Z,PREVENTIVO,MALO,BUENO,9497238,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9378
MNT-09379,2024-05-05T00:00:00Z,CORRECTIVO,MALO,BUENO,5158878,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9379
MNT-09380,2023-12-24T00:00:00Z,EMERGENCIA,REGULAR,BUENO,3568709,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9380
MNT-09381,2023-12-29T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,3580772,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9381
MNT-09382,2024-05-15T00:00:00Z,EMERGENCIA,MALO,REGULAR,33294,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9382
MNT-09383,2024-04-19T00:00:00Z,EMERGENCIA,REGULAR,MALO,25728,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9383
MNT-09384,2023-10-31T00:00:00Z,PREVENTIVO,BUENO,REGULAR,9493130,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9384
MNT-09385,2024-08-22T00:00:00Z,PREVENTIVO,BUENO,MALO,24949,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9385
MNT-09386,2023-12-22T00:00:00Z,EMERGENCIA,MALO,REGULAR,7853101,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9386
MNT-09387,2024-08-03T00:00:00Z,CORRECTIVO,MALO,BUENO,4987188,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9387
MNT-09388,2023-12-06T00:00:00Z,EMERGENCIA,BUENO,BUENO,4986151,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9388
MNT-09389,2024-04-20T00:00:00Z,CORRECTIVO,MALO,MALO,9285342,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9389
MNT-09390,2024-05-31T00:00:00Z,PREVENTIVO,BUENO,MALO,33079,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9390
MNT-09391,2024-04-13T00:00:00Z,PREVENTIVO,REGULAR,MALO,35045,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9391
MNT-09392,2024-06-06T00:00:00Z,PREVENTIVO,BUENO,BUENO,9294045,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9392
MNT-09393,2023-12-28T00:00:00Z,PREVENTIVO,REGULAR,BUENO,22282,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9393
MNT-09394,2024-05-09T00:00:00Z,EMERGENCIA,MALO,MALO,4704512,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9394
MNT-09395,2023-11-12T00:00:00Z,CORRECTIVO,MALO,BUENO,21933,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9395
MNT-09396,2024-03-02T00:00:00Z,EMERGENCIA,BUENO,BUENO,33442,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9396
MNT-09397,2024-06-26T00:00:00Z,EMERGENCIA,MALO,MALO,9052591,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9397
MNT-09398,2024-05-18T00:00:00Z,EMERGENCIA,BUENO,BUENO,9497946,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9398
MNT-09399,2024-03-21T00:00:00Z,EMERGENCIA,BUENO,BUENO,7861636,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9399
MNT-09400,2024-01-07T00:00:00Z,EMERGENCIA,MALO,BUENO,32982,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9400
MNT-09401,2024-05-21T00:00:00Z,CORRECTIVO,BUENO,BUENO,53106,QUEJA_USUARIO,COMENTARIO SOBRE EL MANTENIMIENTO 9401
MNT-09402,2024-02-25T00:00:00Z,EMERGENCIA,REGULAR,REGULAR,19871,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9402
MNT-09403,2024-03-11T00:00:00Z,CORRECTIVO,BUENO,REGULAR,9223682,PREVENTIVO,COMENTARIO SOBRE EL MANTENIMIENTO 9403
