_id,FECHA_REPORTE,TIPO_INCIDENTE,GRAVEDAD,AREARECREATIVAID
IS-3268,2023-11-17T00:00:00Z,ROBO,ALTA,8775334
IS-3269,2020-10-07T00:00:00Z,ROBO,CRITICA,17247
IS-327,2020-09-14T00:00:00Z,ROBO,MEDIA,17165
IS-3270,2022-11-13T00:00:00Z,VANDALISMO,ALTA,17219
IS-3271,2022-05-21T00:00:00Z,VANDALISMO,ALTA,3568177
IS-3272,2022-08-07T00:00:00Z,ACCIDENTE,MEDIA,16684
IS-3273,2021-05-01T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17510
IS-3274,2024-01-26T00:00:00Z,ACCIDENTE,CRITICA,52084
IS-3275,2023-09-30T00:00:00Z,ACCIDENTE,ALTA,18567
IS-3276,2021-05-04T00:00:00Z,VANDALISMO,CRITICA,17865
IS-3277,2022-11-28T00:00:00Z,ACCIDENTE,CRITICA,16753
IS-3278,2021-10-20T00:00:00Z,VANDALISMO,CRITICA,18102
IS-3279,2020-11-26T00:00:00Z,ACCIDENTE,MEDIA,17169
IS-328,2024-11-09T00:00:00Z,VANDALISMO,CRITICA,18156
IS-3280,2022-11-30T00:00:00Z,DANO ESTRUCTURAL,BAJA,17957
IS-3281,2022-01-03T00:00:00Z,CAIDA,CRITICA,16697
IS-3282,2021-04-04T00:00:00Z,ACCIDENTE,CRITICA,17991
IS-3283,2024-02-29T00:00:00Z,VANDALISMO,ALTA,52143
IS-3284,2021-09-07T00:00:00Z,VANDALISMO,MEDIA,17126
IS-3285,2022-08-28T00:00:00Z,ROBO,MEDIA,18420
IS-3286,2020-01-30T00:00:00Z,VANDALISMO,BAJA,17372
IS-3287,2024-08-28T00:00:00Z,ACCIDENTE,BAJA,5237131
IS-3288,2020-10-16T00:00:00Z,CAIDA,CRITICA,16792
IS-3289,2024-05-04T00:00:00Z,ROBO,MEDIA,18628
IS-329,2022-12-29T00:00:00Z,DANO ESTRUCTURAL,BAJA,17137
IS-3290,2020-06-03T00:00:00Z,ROBO,ALTA,17056
IS-3291,2022-08-08T00:00:00Z,CAIDA,ALTA,17875
IS-3292,2022-02-15T00:00:00Z,CAIDA,CRITICA,5246197
IS-3293,2021-12-15T00:00:00Z,ACCIDENTE,CRITICA,52108
IS-3294,2020-06-01T00:00:00Z,CAIDA,ALTA,18321
IS-3295,2022-12-29T00:00:00Z,ACCIDENTE,MEDIA,7839105
IS-3296,2021-06-28T00:00:00Z,DANO ESTRUCTURAL,BAJA,17663
IS-3297,2021-09-02T00:00:00Z,DANO ESTRUCTURAL,BAJA,17751
IS-3298,2019-11-16T00:00:00Z,ACCIDENTE,MEDIA,7107707
IS-3299,2023-07-16T00:00:00Z,DANO ESTRUCTURAL,MEDIA,18200
IS-33,2020-01-06T00:00:00Z,CAIDA,BAJA,17149
IS-330,2020-12-10T00:00:00Z,ACCIDENTE,MEDIA,3990960
IS-3300,2021-10-29T00:00:00Z,VANDALISMO,BAJA,17204
IS-3301,2020-06-12T00:00:00Z,ACCIDENTE,MEDIA,18556
IS-3302,2021-06-22T00:00:00Z,VANDALISMO,MEDIA,17078
IS-3303,2021-07-16T00:00:00Z,VANDALISMO,ALTA,5237120
IS-3304,2021-08-08T00:00:00Z,CAIDA,CRITICA,18552
IS-3305,2020-03-05T00:00:00Z,ACCIDENTE,CRITICA,17007
IS-3306,2023-07-22T00:00:00Z,CAIDA,CRITICA,52047
IS-3307,2022-02-03T00:00:00Z,ROBO,BAJA,17741
IS-3308,2020-06-01T00:00:00Z,ACCIDENTE,ALTA,16756
IS-3309,2021-01-05T00:00:00Z,VANDALISMO,MEDIA,18178
IS-331,2019-10-17T00:00:00Z,CAIDA,CRITICA,9049643
IS-3310,2022-01-12T00:00:00Z,ACCIDENTE,CRITICA,17712
IS-3311,2024-06-05T00:00:00Z,DANO ESTRUCTURAL,MEDIA,18089
IS-3312,2021-01-16T00:00:00Z,ACCIDENTE,ALTA,52159
IS-3313,2021-06-05T00:00:00Z,ROBO,CRITICA,18525
IS-3314,2020-04-28T00:00:00Z,CAIDA,ALTA,5213821
IS-3315,2024-03-31T00:00:00Z,ACCIDENTE,CRITICA,18338
IS-3316,2021-06-08T00:00:00Z,CAIDA,MEDIA,52079
IS-3317,2021-08-29T00:00:00Z,ROBO,BAJA,5240278
IS-3318,2020-09-22T00:00:00Z,VANDALISMO,ALTA,18209
IS-3319,2021-07-18T00:00:00Z,VANDALISMO,BAJA,16762
IS-332,2020-12-20T00:00:00Z,ACCIDENTE,MEDIA,17221
IS-3320,2020-11-03T00:00:00Z,VANDALISMO,ALTA,18483
IS-3321,2023-12-08T00:00:00Z,CAIDA,CRITICA,3568177
IS-3322,2023-05-20T00:00:00Z,ACCIDENTE,ALTA,16830
IS-3323,2024-07-29T00:00:00Z,CAIDA,CRITICA,16738
IS-3324,2019-11-19T00:00:00Z,ACCIDENTE,BAJA,17520
IS-3325,2024-07-23T00:00:00Z,VANDALISMO,BAJA,18187
IS-3326,2021-03-06T00:00:00Z,ROBO,MEDIA,17395
IS-3327,2020-08-04T00:00:00Z,CAIDA,BAJA,17278
IS-3328,2022-10-12T00:00:00Z,ROBO,BAJA,18316
IS-3329,2023-09-18T00:00:00Z,ACCIDENTE,CRITICA,17484
IS-333,2024-07-02T00:00:00Z,CAIDA,MEDIA,17759
IS-3330,2024-05-27T00:00:00Z,ROBO,MEDIA,17259
IS-3331,2024-06-20T00:00:00Z,ACCIDENTE,MEDIA,52193
IS-3332,2024-04-25T00:00:00Z,ROBO,CRITICA,9348753
IS-3333,2023-02-15T00:00:00Z,VANDALISMO,CRITICA,8914015
IS-3334,2020-03-09T00:00:00Z,DANO ESTRUCTURAL,CRITICA,16913
IS-3335,2021-10-29T00:00:00Z,ACCIDENTE,BAJA,18512
IS-3336,2024-09-03T00:00:00Z,CAIDA,BAJA,17301
IS-3337,2019-12-21T00:00:00Z,CAIDA,BAJA,16719
IS-3338,2024-07-15T00:00:00Z,ROBO,BAJA,17421
IS-3339,2022-11-04T00:00:00Z,CAIDA,BAJA,5240276
IS-334,2023-03-26T00:00:00Z,ACCIDENTE,MEDIA,16920
IS-3340,2022-07-19T00:00:00Z,ROBO,CRITICA,7906811
IS-3341,2023-06-16T00:00:00Z,VANDALISMO,MEDIA,17557
IS-3342,2020-01-10T00:00:00Z,CAIDA,ALTA,18261
IS-3343,2024-08-27T00:00:00Z,ACCIDENTE,BAJA,17858
IS-3344,2023-12-08T00:00:00Z,CAIDA,ALTA,8799554
IS-3345,2023-07-10T00:00:00Z,ACCIDENTE,ALTA,5218470
IS-3346,2023-06-04T00:00:00Z,ACCIDENTE,MEDIA,17969
IS-3347,2023-07-25T00:00:00Z,DANO ESTRUCTURAL,BAJA,17389
IS-3348,2023-05-17T00:00:00Z,VANDALISMO,BAJA,17662
IS-3349,2023-01-16T00:00:00Z,VANDALISMO,MEDIA,17108
IS-335,2024-04-22T00:00:00Z,DANO ESTRUCTURAL,MEDIA,52090
IS-3350,2022-03-27T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17938
IS-3351,2021-09-23T00:00:00Z,VANDALISMO,ALTA,8799532
IS-3352,2019-10-28T00:00:00Z,CAIDA,BAJA,16787
IS-3353,2020-08-19T00:00:00Z,CAIDA,BAJA,18590
IS-3354,2021-04-14T00:00:00Z,ACCIDENTE,MEDIA,5237118
IS-3355,2021-03-16T00:00:00Z,ACCIDENTE,BAJA,17832
IS-3356,2021-06-04T00:00:00Z,DANO ESTRUCTURAL,BAJA,7247845
IS-3357,2022-01-31T00:00:00Z,DANO ESTRUCTURAL,BAJA,17289
IS-3358,2022-06-30T00:00:00Z,CAIDA,MEDIA,17886
IS-3359,2022-05-10T00:00:00Z,DANO ESTRUCTURAL,ALTA,17518
IS-336,2022-02-13T00:00:00Z,CAIDA,MEDIA,18231
IS-3360,2023-10-12T00:00:00Z,ACCIDENTE,MEDIA,5219515
IS-3361,2023-02-25T00:00:00Z,ACCIDENTE,BAJA,18100
IS-3362,2024-08-17T00:00:00Z,ROBO,BAJA,16718
IS-3363,2022-03-21T00:00:00Z,ACCIDENTE,BAJA,5241186
IS-3364,2024-05-26T00:00:00Z,DANO ESTRUCTURAL,CRITICA,18295
IS-3365,2023-12-23T00:00:00Z,ROBO,ALTA,4737844
IS-3366,2024-01-12T00:00:00Z,ACCIDENTE,MEDIA,5241187
IS-3367,2022-01-19T00:00:00Z,VANDALISMO,BAJA,7280401
IS-3368,2022-07-04T00:00:00Z,DANO ESTRUCTURAL,BAJA,18236
IS-3369,2019-12-12T00:00:00Z,VANDALISMO,BAJA,3573052
IS-337,2024-01-23T00:00:00Z,ACCIDENTE,BAJA,3531283
IS-3370,2023-04-04T00:00:00Z,CAIDA,ALTA,17837
IS-3371,2021-08-12T00:00:00Z,VANDALISMO,MEDIA,17088
IS-3372,2022-01-13T00:00:00Z,CAIDA,CRITICA,52136
IS-3373,2020-09-13T00:00:00Z,VANDALISMO,ALTA,9235167
IS-3374,2021-01-06T00:00:00Z,VANDALISMO,BAJA,17569
IS-3375,2023-05-28T00:00:00Z,ROBO,ALTA,16726
IS-3376,2022-04-12T00:00:00Z,CAIDA,BAJA,17919
IS-3377,2024-07-20T00:00:00Z,ROBO,ALTA,17758
IS-3378,2022-07-25T00:00:00Z,VANDALISMO,ALTA,18227
IS-3379,2022-11-02T00:00:00Z,ROBO,CRITICA,17047
IS-338,2020-12-05T00:00:00Z,VANDALISMO,CRITICA,17123
IS-3380,2024-10-01T00:00:00Z,ROBO,BAJA,18604
IS-3381,2023-08-22T00:00:00Z,VANDALISMO,ALTA,17279
IS-3382,2022-02-24T00:00:00Z,CAIDA,MEDIA,52160
IS-3383,2021-04-05T00:00:00Z,ROBO,MEDIA,17710
IS-3384,2022-09-08T00:00:00Z,VANDALISMO,BAJA,17672
IS-3385,2021-10-17T00:00:00Z,DANO ESTRUCTURAL,MEDIA,4749898
IS-3386,2021-10-28T00:00:00Z,VANDALISMO,ALTA,451351
IS-3387,2023-05-12T00:00:00Z,ACCIDENTE,MEDIA,18022
IS-3388,2021-10-01T00:00:00Z,VANDALISMO,CRITICA,6819613
IS-3389,2023-09-06T00:00:00Z,CAIDA,BAJA,8799547
IS-339,2023-09-27T00:00:00Z,CAIDA,MEDIA,52107
IS-3390,2020-12-26T00:00:00Z,ROBO,MEDIA,17288
IS-3391,2022-06-05T00:00:00Z,CAIDA,MEDIA,17281
IS-3392,2021-06-01T00:00:00Z,ACCIDENTE,CRITICA,5246197
IS-3393,2020-11-10T00:00:00Z,ACCIDENTE,CRITICA,7129053
IS-3394,2020-04-28T00:00:00Z,VANDALISMO,CRITICA,16914
IS-3395,2021-03-08T00:00:00Z,ROBO,MEDIA,18630
IS-3396,2023-02-10T00:00:00Z,DANO ESTRUCTURAL,BAJA,17323
IS-3397,2021-12-27T00:00:00Z,ACCIDENTE,ALTA,18019
IS-3398,2020-03-19T00:00:00Z,VANDALISMO,MEDIA,16658
IS-3399,2020-05-11T00:00:00Z,ACCIDENTE,CRITICA,18398
IS-34,2024-07-16T00:00:00Z,ACCIDENTE,ALTA,17768
IS-340,2023-02-17T00:00:00Z,DANO ESTRUCTURAL,MEDIA,52144
IS-3400,2020-06-01T00:00:00Z,VANDALISMO,BAJA,16905
IS-3401,2021-04-13T00:00:00Z,ACCIDENTE,CRITICA,451442
IS-3402,2022-08-28T00:00:00Z,VANDALISMO,BAJA,18374
IS-3403,2023-03-04T00:00:00Z,DANO ESTRUCTURAL,BAJA,9348753
IS-3404,2023-10-30T00:00:00Z,ROBO,CRITICA,5220259
IS-3405,2020-05-01T00:00:00Z,VANDALISMO,ALTA,17586
IS-3406,2020-04-13T00:00:00Z,CAIDA,CRITICA,18568
IS-3407,2021-01-05T00:00:00Z,CAIDA,ALTA,16757
IS-3408,2021-05-29T00:00:00Z,ROBO,MEDIA,16750
IS-3409,2021-10-04T00:00:00Z,ROBO,ALTA,5241172
IS-341,2021-12-23T00:00:00Z,DANO ESTRUCTURAL,CRITICA,16916
IS-3410,2020-04-21T00:00:00Z,ACCIDENTE,BAJA,17015
IS-3411,2024-06-16T00:00:00Z,ACCIDENTE,MEDIA,4730835
IS-3412,2019-10-20T00:00:00Z,DANO ESTRUCTURAL,CRITICA,4983958
IS-3413,2021-01-24T00:00:00Z,VANDALISMO,BAJA,17906
IS-3414,2024-08-09T00:00:00Z,ROBO,MEDIA,17094
IS-3415,2022-10-10T00:00:00Z,ACCIDENTE,ALTA,17300
IS-3416,2023-11-28T00:00:00Z,DANO ESTRUCTURAL,MEDIA,16811
IS-3417,2020-07-18T00:00:00Z,VANDALISMO,MEDIA,17000
IS-3418,2024-06-07T00:00:00Z,VANDALISMO,MEDIA,52228
IS-3419,2023-10-24T00:00:00Z,CAIDA,ALTA,18379
IS-342,2023-08-19T00:00:00Z,VANDALISMO,CRITICA,17400
IS-3420,2024-03-19T00:00:00Z,DANO ESTRUCTURAL,CRITICA,5237123
IS-3421,2021-10-23T00:00:00Z,ROBO,MEDIA,18582
IS-3422,2023-11-26T00:00:00Z,CAIDA,MEDIA,5209994
IS-3423,2020-08-31T00:00:00Z,VANDALISMO,BAJA,17092
IS-3424,2023-06-21T00:00:00Z,VANDALISMO,CRITICA,17637
IS-3425,2023-10-29T00:00:00Z,ROBO,ALTA,17103
IS-3426,2020-07-05T00:00:00Z,DANO ESTRUCTURAL,ALTA,18578
IS-3427,2023-03-09T00:00:00Z,CAIDA,CRITICA,17336
IS-3428,2024-03-24T00:00:00Z,ACCIDENTE,MEDIA,52201
IS-3429,2023-09-24T00:00:00Z,DANO ESTRUCTURAL,MEDIA,5220679
IS-343,2023-08-18T00:00:00Z,CAIDA,ALTA,17741
IS-3430,2022-07-14T00:00:00Z,DANO ESTRUCTURAL,CRITICA,7142118
IS-3431,2020-11-24T00:00:00Z,ACCIDENTE,BAJA,52127
IS-3432,2021-02-07T00:00:00Z,VANDALISMO,MEDIA,9049658
IS-3433,2021-09-12T00:00:00Z,CAIDA,BAJA,18534
IS-3434,2021-06-26T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17207
IS-3435,2021-04-29T00:00:00Z,ROBO,ALTA,17580
IS-3436,2023-06-28T00:00:00Z,ROBO,CRITICA,17311
IS-3437,2021-05-25T00:00:00Z,ACCIDENTE,MEDIA,17521
IS-3438,2022-08-30T00:00:00Z,ACCIDENTE,CRITICA,9181989
IS-3439,2023-10-06T00:00:00Z,ROBO,CRITICA,17988
IS-344,2020-02-22T00:00:00Z,VANDALISMO,BAJA,17723
IS-3440,2020-01-19T00:00:00Z,ROBO,ALTA,9492997
IS-3441,2024-07-21T00:00:00Z,DANO ESTRUCTURAL,ALTA,16984
IS-3442,2024-06-25T00:00:00Z,ROBO,MEDIA,9237483
IS-3443,2021-12-15T00:00:00Z,DANO ESTRUCTURAL,ALTA,17834
IS-3444,2019-10-30T00:00:00Z,ROBO,MEDIA,16986
IS-3445,2019-12-25T00:00:00Z,VANDALISMO,BAJA,18123
IS-3446,2024-04-04T00:00:00Z,ACCIDENTE,ALTA,18510
IS-3447,2019-11-13T00:00:00Z,CAIDA,CRITICA,5214638
IS-3448,2020-08-06T00:00:00Z,ACCIDENTE,BAJA,18101
IS-3449,2022-06-11T00:00:00Z,ACCIDENTE,CRITICA,17710
IS-345,2022-03-10T00:00:00Z,CAIDA,ALTA,17483
IS-3450,2024-03-06T00:00:00Z,CAIDA,ALTA,17957
IS-3451,2023-03-26T00:00:00Z,CAIDA,MEDIA,17721
IS-3452,2020-09-14T00:00:00Z,VANDALISMO,MEDIA,16921
IS-3453,2022-05-15T00:00:00Z,ROBO,BAJA,5197210
IS-3454,2022-03-31T00:00:00Z,ROBO,BAJA,17325
IS-3455,2022-08-14T00:00:00Z,ROBO,CRITICA,17213
IS-3456,2020-01-02T00:00:00Z,ROBO,MEDIA,18014
IS-3457,2020-06-18T00:00:00Z,ROBO,CRITICA,52197
IS-3458,2022-04-28T00:00:00Z,VANDALISMO,ALTA,18103
IS-3459,2020-02-14T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17481
IS-346,2023-12-14T00:00:00Z,VANDALISMO,MEDIA,17215
IS-3460,2022-03-19T00:00:00Z,CAIDA,BAJA,16683
IS-3461,2024-07-05T00:00:00Z,CAIDA,BAJA,17945
IS-3462,2024-08-16T00:00:00Z,CAIDA,MEDIA,17484
IS-3463,2021-05-26T00:00:00Z,ROBO,MEDIA,17684
IS-3464,2021-02-16T00:00:00Z,CAIDA,ALTA,4704508
IS-3465,2023-02-26T00:00:00Z,ACCIDENTE,MEDIA,17027
IS-3466,2023-09-26T00:00:00Z,DANO ESTRUCTURAL,ALTA,6907760
IS-3467,2022-12-31T00:00:00Z,CAIDA,ALTA,17923
IS-3468,2021-09-04T00:00:00Z,ACCIDENTE,BAJA,16965
IS-3469,2023-02-08T00:00:00Z,DANO ESTRUCTURAL,BAJA,16940
IS-347,2022-01-08T00:00:00Z,CAIDA,CRITICA,17794
IS-3470,2021-12-18T00:00:00Z,VANDALISMO,CRITICA,17850
IS-3471,2023-09-07T00:00:00Z,CAIDA,ALTA,17306
IS-3472,2021-12-19T00:00:00Z,ACCIDENTE,ALTA,17118
IS-3473,2023-08-19T00:00:00Z,CAIDA,ALTA,17311
IS-3474,2020-07-23T00:00:00Z,ROBO,ALTA,17053
IS-3475,2020-08-06T00:00:00Z,CAIDA,CRITICA,8775336
IS-3476,2020-11-25T00:00:00Z,ROBO,BAJA,16696
IS-3477,2024-03-03T00:00:00Z,CAIDA,MEDIA,17251
IS-3478,2024-07-09T00:00:00Z,ROBO,MEDIA,16751
IS-3479,2023-07-02T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17899
IS-348,2020-06-12T00:00:00Z,ROBO,ALTA,17811
IS-3480,2022-12-24T00:00:00Z,DANO ESTRUCTURAL,ALTA,18279
IS-3481,2020-05-27T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17943
IS-3482,2022-09-05T00:00:00Z,ACCIDENTE,CRITICA,16686
IS-3483,2023-12-03T00:00:00Z,ROBO,ALTA,17531
IS-3484,2020-09-14T00:00:00Z,ACCIDENTE,BAJA,17821
IS-3485,2024-05-21T00:00:00Z,ACCIDENTE,MEDIA,17173
IS-3486,2024-06-03T00:00:00Z,VANDALISMO,CRITICA,5071645
IS-3487,2020-06-07T00:00:00Z,DANO ESTRUCTURAL,CRITICA,3569222
IS-3488,2022-04-14T00:00:00Z,ACCIDENTE,CRITICA,6819611
IS-3489,2021-12-19T00:00:00Z,DANO ESTRUCTURAL,BAJA,16877
IS-349,2021-05-29T00:00:00Z,CAIDA,CRITICA,5654051
IS-3490,2020-06-18T00:00:00Z,CAIDA,ALTA,17015
IS-3491,2022-08-26T00:00:00Z,CAIDA,BAJA,7595816
IS-3492,2020-05-22T00:00:00Z,CAIDA,BAJA,17273
IS-3493,2020-10-29T00:00:00Z,DANO ESTRUCTURAL,CRITICA,18322
IS-3494,2020-06-12T00:00:00Z,VANDALISMO,ALTA,17007
IS-3495,2024-01-27T00:00:00Z,ACCIDENTE,CRITICA,7107055
IS-3496,2023-08-05T00:00:00Z,VANDALISMO,CRITICA,17473
IS-3497,2020-03-19T00:00:00Z,ACCIDENTE,ALTA,16768
IS-3498,2020-03-27T00:00:00Z,ROBO,BAJA,16993
IS-3499,2023-06-21T00:00:00Z,ACCIDENTE,BAJA,16727
IS-35,2024-12-01T00:00:00Z,VANDALISMO,BAJA,16763
IS-350,2020-11-26T00:00:00Z,VANDALISMO,CRITICA,18536
IS-3500,2024-01-19T00:00:00Z,ACCIDENTE,ALTA,18016
IS-3501,2020-07-07T00:00:00Z,VANDALISMO,MEDIA,7125670
IS-3502,2020-06-07T00:00:00Z,VANDALISMO,ALTA,16954
IS-3503,2023-07-08T00:00:00Z,CAIDA,CRITICA,17830
IS-3504,2022-06-30T00:00:00Z,ACCIDENTE,ALTA,18126
IS-3505,2020-09-17T00:00:00Z,ROBO,CRITICA,3573015
IS-3506,2024-01-30T00:00:00Z,ROBO,BAJA,16774
IS-3507,2022-10-31T00:00:00Z,CAIDA,MEDIA,17073
IS-3508,2020-05-20T00:00:00Z,CAIDA,MEDIA,5241168
IS-3509,2024-06-27T00:00:00Z,CAIDA,MEDIA,17511
IS-351,2023-07-12T00:00:00Z,VANDALISMO,CRITICA,4749897
IS-3510,2024-06-04T00:00:00Z,ACCIDENTE,MEDIA,7168553
IS-3511,2024-05-15T00:00:00Z,CAIDA,MEDIA,17372
IS-3512,2020-11-22T00:00:00Z,DANO ESTRUCTURAL,BAJA,16761
IS-3513,2021-03-20T00:00:00Z,VANDALISMO,MEDIA,18467
IS-3514,2023-01-28T00:00:00Z,VANDALISMO,BAJA,17273
IS-3515,2020-11-25T00:00:00Z,VANDALISMO,MEDIA,18272
IS-3516,2023-11-21T00:00:00Z,CAIDA,ALTA,4985689
IS-3517,2023-03-22T00:00:00Z,ROBO,MEDIA,16969
IS-3518,2020-07-03T00:00:00Z,DANO ESTRUCTURAL,CRITICA,16747
IS-3519,2019-12-14T00:00:00Z,CAIDA,MEDIA,18595
IS-352,2021-06-17T00:00:00Z,CAIDA,MEDIA,5211393
IS-3520,2023-12-03T00:00:00Z,CAIDA,BAJA,17784
IS-3521,2022-09-15T00:00:00Z,DANO ESTRUCTURAL,ALTA,7126577
IS-3522,2021-07-15T00:00:00Z,CAIDA,BAJA,8776034
IS-3523,2022-06-29T00:00:00Z,CAIDA,CRITICA,5241176
IS-3524,2021-11-11T00:00:00Z,DANO ESTRUCTURAL,CRITICA,16981
IS-3525,2020-12-04T00:00:00Z,VANDALISMO,CRITICA,17617
IS-3526,2022-05-30T00:00:00Z,DANO ESTRUCTURAL,ALTA,17892
IS-3527,2024-10-01T00:00:00Z,VANDALISMO,CRITICA,16766
IS-3528,2021-04-07T00:00:00Z,DANO ESTRUCTURAL,BAJA,18295
IS-3529,2024-07-01T00:00:00Z,VANDALISMO,MEDIA,7162545
IS-353,2022-02-10T00:00:00Z,VANDALISMO,CRITICA,4730800
IS-3530,2023-10-05T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17725
IS-3531,2022-08-25T00:00:00Z,ACCIDENTE,CRITICA,17869
IS-3532,2023-07-19T00:00:00Z,DANO ESTRUCTURAL,BAJA,16896
IS-3533,2020-10-22T00:00:00Z,ROBO,ALTA,17350
IS-3534,2020-04-23T00:00:00Z,CAIDA,ALTA,17411
IS-3535,2019-10-24T00:00:00Z,VANDALISMO,CRITICA,17682
IS-3536,2022-12-27T00:00:00Z,ACCIDENTE,BAJA,17596
IS-3537,2022-05-22T00:00:00Z,CAIDA,MEDIA,17092
IS-3538,2024-02-15T00:00:00Z,ACCIDENTE,CRITICA,18431
IS-3539,2024-05-31T00:00:00Z,ROBO,MEDIA,17291
IS-354,2023-11-03T00:00:00Z,ACCIDENTE,MEDIA,8907324
IS-3540,2022-08-23T00:00:00Z,VANDALISMO,CRITICA,4749896
IS-3541,2020-02-14T00:00:00Z,DANO ESTRUCTURAL,CRITICA,16989
IS-3542,2021-05-12T00:00:00Z,CAIDA,CRITICA,52166
IS-3543,2022-11-01T00:00:00Z,ROBO,MEDIA,17024
IS-3544,2020-01-20T00:00:00Z,CAIDA,BAJA,17798
IS-3545,2020-09-23T00:00:00Z,DANO ESTRUCTURAL,MEDIA,18081
IS-3546,2023-01-13T00:00:00Z,VANDALISMO,CRITICA,6819618
IS-3547,2021-05-25T00:00:00Z,ACCIDENTE,ALTA,18288
IS-3548,2023-12-24T00:00:00Z,VANDALISMO,MEDIA,18437
IS-3549,2022-06-29T00:00:00Z,ACCIDENTE,ALTA,17593
IS-355,2021-12-12T00:00:00Z,DANO ESTRUCTURAL,MEDIA,18418
IS-3550,2024-08-31T00:00:00Z,VANDALISMO,BAJA,7840483
IS-3551,2019-06-11T00:00:00Z,DANO ESTRUCTURAL,ALTA,18505
IS-3552,2024-09-03T00:00:00Z,DANO ESTRUCTURAL,CRITICA,18018
IS-3553,2022-01-17T00:00:00Z,VANDALISMO,ALTA,3531286
IS-3554,2020-12-13T00:00:00Z,ROBO,BAJA,52226
IS-3555,2024-08-25T00:00:00Z,ACCIDENTE,MEDIA,17934
IS-3556,2021-11-09T00:00:00Z,VANDALISMO,CRITICA,18639
IS-3557,2022-06-25T00:00:00Z,DANO ESTRUCTURAL,MEDIA,17075
IS-3558,2022-06-23T00:00:00Z,ROBO,MEDIA,16723
IS-3559,2021-06-27T00:00:00Z,VANDALISMO,CRITICA,17465
IS-356,2021-02-27T00:00:00Z,ACCIDENTE,ALTA,16678
IS-3560,2024-01-06T00:00:00Z,CAIDA,BAJA,5653851
IS-3561,2020-08-27T00:00:00Z,CAIDA,BAJA,16993
IS-3562,2020-06-06T00:00:00Z,DANO ESTRUCTURAL,MEDIA,5195695
IS-3563,2023-01-24T00:00:00Z,CAIDA,CRITICA,17567
IS-3564,2021-04-02T00:00:00Z,DANO ESTRUCTURAL,BAJA,16880
IS-3565,2019-11-26T00:00:00Z,VANDALISMO,CRITICA,17701
IS-3566,2024-02-09T00:00:00Z,ROBO,CRITICA,17993
IS-3567,2023-12-21T00:00:00Z,VANDALISMO,MEDIA,7165658
IS-3568,2022-09-27T00:00:00Z,VANDALISMO,BAJA,52166
IS-3569,2021-07-18T00:00:00Z,DANO ESTRUCTURAL,CRITICA,17698
IS-357,2021-08-25T00:00:00Z,DANO ESTRUCTURAL,MEDIA,18554
IS-3570,2021-08-09T00:00:00Z,DANO ESTRUCTURAL,CRITICA,18161
IS-3571,2023-06-13T00:00:00Z,ACCIDENTE,BAJA,17286
IS-3572,2022-06-24T00:00:00Z,ACCIDENTE,BAJA,452347
IS-3573,2021-08-11T00:00:00Z,DANO ESTRUCTURAL,ALTA,17484
IS-3574,2023-06-25T00:00:00Z,VANDALISMO,ALTA,17514
IS-3575,2023-08-18T00:00:00Z,DANO ESTRUCTURAL,ALTA,18272
IS-3576,2021-08-03T00:00:00Z,ACCIDENTE,MEDIA,17115
IS-3577,2024-03-29T00:00:00Z,ROBO,CRITICA,18124
IS-3578,2023-11-28T00:00:00Z,ACCIDENTE,MEDIA,4749897
IS-3579,2023-10-24T00:00:00Z,CAIDA,MEDIA,17932
IS-358,2023-11-05T00:00:00Z,CAIDA,MEDIA,17383
IS-3580,2024-03-25T00:00:00Z,CAIDA,MEDIA,17801
IS-3581,2023-05-10T00:00:00Z,ACCIDENTE,CRITICA,17333
IS-3582,2020-02-27T00:00:00Z,ACCIDENTE,ALTA,4737942
IS-3583,2022-01-11T00:00:00Z,ROBO,CRITICA,7882656
IS-3584,2023-02-23T00:00:00Z,DANO ESTRUCTURAL,ALTA,18568
IS-3585,2022-09-20T00:00:00Z,CAIDA,ALTA,4737855
IS-3586,2023-07-05T00:00:00Z,VANDALISMO,CRITICA,52088
IS-3587,2022-01-05T00:00:00Z,DANO ESTRUCTURAL,ALTA,18482
IS-3588,2022-12-09T00:00:00Z,ROBO,CRITICA,5654053
IS-3589,2020-09-10T00:00:00Z,ACCIDENTE,CRITICA,52216
IS-359,2021-11-03T00:00:00Z,ROBO,MEDIA,18323
IS-3590,2023-03-16T00:00:00Z,ACCIDENTE,CRITICA,52086
IS-3591,2023-02-09T00:00:00Z,CAIDA,CRITICA,18378
IS-3592,2023-06-26T00:00:00Z,CAIDA,BAJA,18132
IS-3593,2022-11-27T00:00:00Z,CAIDA,CRITICA,5010682
IS-3594,2020-10-22T00:00:00Z,CAIDA,ALTA,17384
IS-3595,2023-11-25T00:00:00Z,DANO ESTRUCTURAL,CRITICA,4730844
IS-3596,2022-11-01T00:00:00Z,CAIDA,CRITICA,18237
IS-3597,2021-03-18T00:00:00Z,ACCIDENTE,ALTA,18354
IS-3598,2022-02-24T00:00:00Z,VANDALISMO,CRITICA,17742
