ID,FECHA_REPORTE,TIPO_INCIDENTE,GRAVEDAD,AreaRecreativaID
2489,2021/05/24,Vándálísmó,Baja,17287
2490,08-12-2022,Caída,Baja,3566373
2491,2022/02/25,Accidente,Baja,16898
2492,16-10-2019,Caída,Baja,18640
2493,10-11-2023,Vándálísmó,Alta,8799606
2494,06-09-2023,Caída,Baja,5219932
2495,16-06-2021,Robo,Media,18075
2496,2022/09/19,Accidente,Media,17087
2497,01-02-2022,Caída,Baja,17849
2498,07-03-2020,Dáñó éstrúctúrál,Baja,52181
2499,08-09-2020,Vandalismo,Alta,3531284
2500,09-08-2023,Accidente,Baja,18057
2501,10-07-2020,Robo,Crítica,17720
2502,11-10-2020,Dáñó éstrúctúrál,Baja,17050
2503,01-12-2022,Robo,Alta,18483
2504,24/03/2020,Dáñó éstrúctúrál,Media,4749896
2505,31-08-2022,Accidente,Crítica,18524
2506,2023/09/10,Robo,Media,16923
2507,11-01-2021,Accídénté,Crítica,17430
2508,2020-08-22,Caída,Alta,52161
2509,2020/07/29,Vandalismo,Alta,5068873
2510,12-08-2020,Vándálísmó,Media,17554
2511,01-04-2021,Caída,Baja,18478
2512,24-08-2021,Caída,Alta,7764194
2513,04-01-2020,Vandalismo,Alta,17113
2514,2020-12-28,Caída,Crítica,7764194
2515,2021/05/31,Accidente,Media,9503906
2516,20/03/2023,Caída,Alta,18338
2517,08-08-2024,Robo,Crítica,7591618
2518,05-13-2024,Robo,Media,3960929
2519,2020/02/21,Róbó,Crítica,461183
2520,2020-08-30,Accidente,Media,18134
2521,12-22-2022,Accidente,Media,17142
2522,04-07-2023,Róbó,Media,17730
2523,10-08-2023,Accidente,Alta,3990761
2524,05-24-2022,Daño estructural,Media,17760
2525,2021/02/20,Robo,Alta,18616
2526,05-07-2021,Daño estructural,Alta,5219934
2527,04/09/2021,Robo,Crítica,17515
2528,2022/09/18,Robo,Crítica,17260
2529,2022/06/20,Dáñó éstrúctúrál,Alta,7126531
2530,2021/10/10,Caída,Alta,8799648
2531,05/01/2022,Robo,Baja,4730856
2532,27/04/2022,Róbó,Crítica,52122
2533,2022/03/31,Vandalismo,Baja,16693
2534,2023-07-18,Caída,Media,17433
2535,2022/04/24,Daño estructural,Baja,5272342
2536,2023/03/30,Vándálísmó,Crítica,52152
2537,23/10/2020,Cáídá,Alta,16913
2538,02/04/2021,Daño estructural,Crítica,4986142
2539,07/02/2021,Caída,Baja,5237128
2540,2022-03-05,Accidente,Media,17333
2541,2023-12-22,Vándálísmó,Alta,17418
2542,01/01/2023,Vandalismo,Crítica,8907322
2543,2023-07-26,Robo,Alta,18278
2544,2022-06-02,Vandalismo,Crítica,17553
2545,2020/05/17,Vandalismo,Baja,5654059
2546,12-25-2023,Daño estructural,Crítica,3531286
2547,2022-02-19,Caída,Crítica,17894
2548,04-06-2020,Vandalismo,Alta,8799547
2549,2023/08/26,Caída,Baja,17746
2550,07-10-2020,Daño estructural,Media,17122
2551,06-08-2022,Robo,Crítica,18307
2552,30/09/2020,Vandalismo,Media,5654018
2553,08-16-2022,Vandalismo,Baja,17430
2554,23-10-2019,Vandalismo,Alta,17112
2555,2022/07/29,Robo,Media,5241178
2556,2022/10/24,Caída,Crítica,18492
2557,02-15-2021,Robo,Media,18516
2558,2022-02-09,Robo,Baja,17275
2559,24/09/2020,Caída,Crítica,18265
2560,11/11/2021,Caída,Alta,9243145
2561,18-05-2021,Róbó,Media,18606
2562,07/10/2022,Daño estructural,Baja,17915
2563,29/06/2023,Caída,Media,17126
2564,30/06/2023,Robo,Crítica,17446
2565,18-12-2022,Róbó,Media,4737835
2566,2021/05/28,Robo,Alta,17624
2567,31/03/2022,Caída,Crítica,16724
2568,07-18-2022,Robo,Alta,17179
2569,2021-07-26,Dáñó éstrúctúrál,Crítica,52204
2570,09-09-2020,Robo,Alta,17125
2571,08/07/2021,Accidente,Crítica,17562
2572,12/09/2020,Daño estructural,Media,17284
2573,2019/11/09,Vandalismo,Crítica,5213822
2574,2022-09-03,Accidente,Media,18259
2575,12/05/2020,Dáñó éstrúctúrál,Media,18539
2576,11-29-2022,Accidente,Crítica,16658
2577,01-23-2020,Caída,Baja,16984
2578,2024/08/02,Caída,Crítica,18585
2579,26-12-2022,Dáñó éstrúctúrál,Baja,8799632
2580,10-02-2022,Vandalismo,Crítica,17284
2581,2020-03-24,Robo,Baja,3568959
2582,2022-11-29,Vandalismo,Baja,18151
2583,10-25-2023,Vandalismo,Baja,16738
2584,15-05-2024,Accidente,Alta,16844
2585,2023/12/02,Robo,Alta,17473
2586,15/12/2019,Accidente,Media,17345
2587,2023-01-29,Accidente,Alta,7902175
2588,06/05/2020,Daño estructural,Alta,18557
2589,2023-01-24,Vandalismo,Baja,18414
2590,29-05-2023,Vandalismo,Alta,8799551
2591,12-01-2024,Daño estructural,Alta,17801
2592,2021/07/17,Vandalismo,Media,17658
2593,12/08/2020,Daño estructural,Media,17736
2594,13-03-2023,Accidente,Media,16938
2595,13/07/2021,Daño estructural,Baja,7927289
2596,23-12-2023,Vandalismo,Crítica,5219934
2597,12-04-2019,Dáñó éstrúctúrál,Baja,18111
2598,03-02-2023,Daño estructural,Baja,6819623
2599,2023/03/17,Accidente,Media,17903
2600,2024/10/04,Caída,Baja,17691
2601,2019/12/28,Cáídá,Crítica,16849
2602,05-15-2020,Daño estructural,Crítica,17595
2603,11-13-2020,Vandalismo,Media,5195676
2604,03/05/2022,Caída,Baja,7403980
2605,08-09-2022,Accidente,Alta,18030
2606,2023-03-10,Róbó,Media,17524
2607,22-08-2020,Daño estructural,Baja,5241174
2608,26-06-2023,Caída,Alta,17099
2609,2021/02/26,Róbó,Crítica,3573333
2610,23/04/2024,Robo,Crítica,16768
2611,13/10/2024,Daño estructural,Baja,17095
2612,2023-05-10,Cáídá,Crítica,5219929
2613,2024-08-22,Daño estructural,Alta,4985689
2614,2023/01/06,Robo,Media,18288
2615,07-08-2024,Cáídá,Baja,17959
2616,26/12/2021,Robo,Crítica,17087
2617,2023-12-20,Vandalismo,Baja,16954
2618,24-05-2024,Daño estructural,Baja,52211
2619,19-08-2021,Vandalismo,Alta,3569191
2620,2021-08-10,Caída,Media,7126508
2621,2020-04-05,Vandalismo,Alta,52102
2622,09/05/2021,Accídénté,Crítica,17485
2623,2021-06-17,Robo,Media,16953
2624,21/10/2021,Robo,Alta,17304
2625,04-23-2023,Robo,Alta,17317
2626,16-01-2024,Daño estructural,Crítica,3971913
2627,15/12/2020,Accidente,Alta,5653716
2628,25-01-2023,Vandalismo,Crítica,17845
2629,2021-09-18,Caída,Media,5237108
2630,2024-03-23,Accidente,Alta,17613
2631,11-15-2019,Cáídá,Baja,3568959
2632,2021/01/23,Caída,Baja,18576
2633,31-01-2024,Daño estructural,Alta,5219515
2634,30-05-2020,Accidente,Baja,7862164
2635,28/08/2021,Caída,Crítica,17731
2636,2024-05-18,Daño estructural,Media,18153
2637,2024/05/21,Caída,Baja,17019
2638,24-08-2020,Daño estructural,Crítica,17449
2639,06-10-2021,Daño estructural,Alta,5653967
2640,16/08/2022,Accidente,Alta,16744
2641,13/03/2023,Accidente,Media,18277
2642,03-14-2024,Robo,Baja,18627
2643,16-05-2023,Daño estructural,Crítica,16867
2644,2020-01-10,Robo,Media,5219929
2645,03/11/2023,Dáñó éstrúctúrál,Media,8775334
2646,31-05-2023,Accidente,Media,17626
2647,2021-11-04,Vandalismo,Crítica,18327
2648,08-08-2021,Daño estructural,Alta,17176
2649,18/03/2023,Vandalismo,Alta,17626
2650,2024-08-02,Accidente,Alta,52180
2651,11/10/2021,Vandalismo,Baja,17358
2652,25/05/2021,Caída,Alta,17517
2653,2023/03/18,Robo,Alta,17967
2654,11/04/2022,Dáñó éstrúctúrál,Media,18360
2655,2024/02/14,Robo,Alta,17795
2656,2024/07/06,Robo,Baja,16690
2657,24-05-2020,Accidente,Media,8941726
2658,2021-10-20,Accídénté,Media,17395
2659,2021/06/30,Vandalismo,Media,17083
2660,09-11-2019,Accidente,Baja,52902
2661,2022/12/25,Daño estructural,Media,17965
2662,14/09/2023,Caída,Media,18225
2663,2023/09/02,Robo,Alta,52078
2664,21/02/2023,Daño estructural,Alta,18640
2665,2023-10-31,Accidente,Media,17313
2666,20/04/2024,Robo,Baja,17106
2667,2022/08/04,Daño estructural,Alta,17499
2668,12-07-2023,Vandalismo,Alta,18029
2669,05-18-2023,Robo,Alta,18311
2670,2023-02-19,Accidente,Crítica,17899
2671,2022/08/04,Robo,Alta,18248
2672,2020-07-16,Róbó,Media,17578
2673,21/05/2021,Accidente,Crítica,18369
2674,01-11-2023,Robo,Media,18053
2675,2024-01-09,Accidente,Alta,18219
2676,17/03/2022,Caída,Alta,16721
2677,2020-02-22,Daño estructural,Baja,5241186
2678,2019/12/13,Daño estructural,Media,17475
2679,01/08/2021,Daño estructural,Media,18248
2680,07-09-2023,Robo,Media,17534
2681,2023-04-12,Daño estructural,Baja,7126156
2682,2023-02-01,Vandalismo,Baja,17847
2683,2022/08/10,Vándálísmó,Media,52153
2684,11-02-2024,Róbó,Baja,7168553
2685,2019-10-29,Accidente,Crítica,18291
2686,12-13-2021,Daño estructural,Alta,5653899
2687,2023/07/13,Robo,Media,17939
2688,2024-09-06,Vandalismo,Alta,18201
2689,08/09/2021,Caída,Media,17485
2690,03/04/2020,Accidente,Crítica,17135
2691,2022/05/26,Daño estructural,Alta,17078
2692,2022-06-30,Accidente,Baja,52165
2693,2021-07-14,Vandalismo,Alta,18340
2694,2021-11-05,Dáñó éstrúctúrál,Crítica,7882656
2695,2021/03/12,Accidente,Media,52106
2696,20-10-2022,Róbó,Baja,5219933
2697,05-07-2021,Robo,Media,16904
2698,13-10-2023,Vandalismo,Media,8799942
2699,25/10/2021,Caída,Crítica,17020
2700,2022-12-20,Accídénté,Baja,18005
2701,26-10-2019,Caída,Media,17699
2702,14-11-2021,Robo,Alta,5237128
2703,2020-05-29,Accidente,Alta,18147
2704,2020-01-26,Accidente,Alta,17058
2705,23-01-2021,Caída,Alta,52149
2706,01-09-2022,Vandalismo,Crítica,17591
2707,22-03-2021,Accídénté,Media,5237130
2708,09-04-2022,Daño estructural,Baja,18053
2709,2021/07/31,Robo,Media,17980
2710,23/02/2020,Vandalismo,Crítica,18264
2711,19/02/2021,Daño estructural,Media,17954
2712,2020/08/24,Vandalismo,Alta,16792
2713,14/08/2021,Caída,Alta,17162
2714,2020/06/11,Robo,Alta,5209024
2715,27/02/2022,Dáñó éstrúctúrál,Crítica,17505
2716,01-13-2020,Caída,Media,17196
2717,07-17-2020,Caída,Baja,7862164
2718,2023-07-15,Róbó,Alta,16784
2719,12-25-2023,Robo,Media,17072
2720,06-29-2024,Vandalismo,Alta,8799540
2721,2020/01/26,Accidente,Baja,5195568
2722,2020/08/17,Accidente,Baja,52126
2723,2024-05-01,Caída,Alta,17337
2724,15-09-2020,Vandalismo,Crítica,17032
2725,16/10/2022,Accidente,Crítica,17724
2726,2021/04/20,Daño estructural,Baja,17309
2727,2024-03-25,Accidente,Crítica,7889423
2728,14-01-2024,Daño estructural,Crítica,16664
2729,17-06-2022,Daño estructural,Alta,5178801
2730,29/10/2021,Robo,Alta,16665
2731,23/07/2022,Daño estructural,Media,17574
2732,08-21-2024,Daño estructural,Media,18447
2733,2023-04-09,Vandalismo,Crítica,17866
2734,02-26-2020,Caída,Alta,16953
2735,11/09/2020,Accídénté,Alta,52084
2736,2021/04/18,Caída,Media,5219924
2737,2020-02-06,Robo,Alta,52170
2738,2020-03-18,Vandalismo,Baja,52216
2739,20-07-2021,Accidente,Alta,17035
2740,11-21-2021,Caída,Alta,17396
2741,12-15-2021,Robo,Baja,17676
2742,16/01/2024,Vandalismo,Baja,17664
2743,2021/09/15,Robo,Media,18090
2744,26/05/2020,Vándálísmó,Crítica,52223
2745,24-05-2023,Daño estructural,Alta,461183
2746,06-15-2020,Cáídá,Alta,17039
2747,2020-06-21,Robo,Alta,4794404
2748,03-27-2023,Robo,Crítica,7180264
2749,02-01-2023,Vandalismo,Baja,7403980
2750,2023-12-12,Accidente,Baja,17593
2751,2020-06-28,Caída,Media,18092
2752,2020-04-24,Accidente,Baja,8799531
2753,10-26-2022,Caída,Alta,16815
2754,04-14-2020,Daño estructural,Crítica,5075332
2755,27/08/2024,Daño estructural,Crítica,4749889
2756,2024/01/14,Vandalismo,Alta,3573208
2757,23/02/2020,Caída,Baja,17529
2758,29/05/2022,Accidente,Crítica,16970
2759,08-06-2021,Caída,Baja,17813
2760,14-03-2022,Robo,Crítica,18139
2761,2023-12-12,Dáñó éstrúctúrál,Alta,52058
2762,08/12/2020,Robo,Crítica,9177985
2763,27-11-2019,Vandalismo,Media,17434
2764,06/08/2021,Robo,Media,8785504
2765,12/09/2020,Daño estructural,Crítica,17033
2766,09-17-2022,Caída,Crítica,16711
2767,01-02-2021,Caída,Crítica,17875
2768,21/12/2023,Dáñó éstrúctúrál,Media,52075
2769,2021/09/26,Daño estructural,Media,17042
2770,20-08-2023,Robo,Alta,18000
2771,2022-08-30,Dáñó éstrúctúrál,Media,52197
2772,2022-09-02,Daño estructural,Baja,3573053
2773,06/06/2023,Accidente,Baja,17774
2774,02-16-2020,Caída,Media,5219930
2775,2021-03-11,Vandalismo,Media,16855
2776,08-05-2022,Accidente,Crítica,16836
2777,10/01/2020,Vandalismo,Crítica,17552
2778,2022/06/01,Caída,Crítica,7280401
2779,2022-01-17,Accidente,Alta,18151
2780,2024-07-14,Accidente,Media,3531284
2781,08-10-2024,Accidente,Media,18143
2782,06-04-2024,Accidente,Baja,17623
2783,2020-08-29,Robo,Baja,5219515
2784,2023/09/07,Daño estructural,Crítica,18530
2785,06-27-2023,Cáídá,Alta,52119
2786,2022-01-24,Vandalismo,Crítica,5237137
2787,2020/05/02,Caída,Crítica,16822
2788,2024-01-17,Vandalismo,Crítica,17278
2789,2022/12/28,Vandalismo,Crítica,18080
2790,20/03/2024,Daño estructural,Alta,17386
2791,2022-04-25,Robo,Media,8907322
2792,2022/03/18,Accídénté,Media,18534
2793,03/12/2023,Accidente,Alta,18284
2794,25/01/2024,Accídénté,Media,17956
2795,06-05-2024,Vandalismo,Media,5241171
2796,2024/06/04,Accidente,Crítica,52226
2797,2022/04/23,Accidente,Media,18130
2798,01-08-2020,Caída,Alta,52120
2799,01/05/2022,Vandalismo,Crítica,17217
2800,2023-12-12,Caída,Crítica,17731
2801,2023/08/08,Daño estructural,Crítica,18556
2802,11-05-2023,Daño estructural,Media,17130
2803,13-10-2022,Robo,Alta,18239
2804,2023/07/08,Robo,Alta,18179
2805,2023-01-25,Cáídá,Crítica,4730886
2806,2019-11-22,Accidente,Crítica,17025
2807,2024/09/16,Dáñó éstrúctúrál,Crítica,18242
2808,24-11-2023,Caída,Media,6819626
2809,2023/08/18,Robo,Baja,5213821
2810,2024-07-05,Vándálísmó,Baja,18508
2811,2023/04/09,Accidente,Baja,8799601
2812,2022/12/26,Accidente,Baja,18048
2813,2023/10/14,Vandalismo,Alta,16774
2814,2023/10/25,Accidente,Baja,17163
2815,2022-06-11,Accidente,Media,17038
2816,13/05/2021,Accidente,Baja,16792
2817,24/06/2020,Vandalismo,Media,52177
2818,2023-07-01,Caída,Media,16978
2819,03-11-2021,Accidente,Crítica,7908048
2820,2020-09-29,Accidente,Crítica,17955
2821,2024-06-15,Daño estructural,Media,6819617
2822,08-29-2020,Róbó,Alta,18450
2823,09-15-2022,Accídénté,Media,9049653
2824,22/01/2024,Daño estructural,Alta,5219933
2825,03-28-2023,Dáñó éstrúctúrál,Media,16882
2826,2024/06/20,Dáñó éstrúctúrál,Crítica,17925
2827,2022/04/26,Vandalismo,Crítica,16843
2828,2024/08/25,Accidente,Crítica,17491
2829,2020-11-18,Daño estructural,Crítica,18210
2830,18/02/2021,Vandalismo,Alta,3573016
2831,2023/04/06,Cáídá,Alta,52148
2832,2023-04-26,Robo,Baja,9293991
2833,15-03-2021,Róbó,Media,3740788
2834,04-20-2022,Daño estructural,Baja,17340
2835,05-06-2021,Róbó,Crítica,18280
2836,2020-02-23,Vandalismo,Crítica,18572
2837,30/06/2024,Accidente,Alta,16892
2838,26/08/2022,Caída,Baja,5237124
2839,2023-10-04,Vándálísmó,Crítica,52170
2840,11/01/2024,Vandalismo,Baja,8907322
2841,2022-06-06,Accidente,Baja,17330
2842,01-20-2021,Caída,Media,16923
2843,27/03/2021,Róbó,Baja,17544
2844,30/03/2020,Caída,Baja,18007
2845,05-31-2022,Accidente,Media,17536
2846,01-06-2024,Vandalismo,Media,17547
2847,01-06-2022,Daño estructural,Alta,18444
2848,12-06-2024,Vandalismo,Alta,18325
2849,04-01-2023,Vandalismo,Crítica,7247843
2850,2024/07/05,Caída,Baja,17892
2851,16-04-2024,Accidente,Alta,17507
2852,2024/07/10,Accidente,Baja,52169
2853,2020/04/10,Accidente,Crítica,17484
2854,17/07/2024,Daño estructural,Media,16886
2855,25-10-2022,Daño estructural,Baja,16882
2856,2023/02/14,Vándálísmó,Baja,7247843
2857,2023-12-28,Accidente,Baja,17090
2858,07/06/2021,Accidente,Crítica,7595815
2859,2022/02/19,Daño estructural,Crítica,17473
2860,2021-05-20,Róbó,Alta,4749895
2861,2021/10/30,Vándálísmó,Crítica,17366
2862,2022/05/12,Cáídá,Baja,52185
2863,2020-12-09,Accidente,Crítica,16975
2864,25-02-2022,Accidente,Crítica,7895078
2865,2022/05/24,Accidente,Baja,17547
2866,2022-06-01,Vandalismo,Crítica,5237138
2867,2020-08-27,Vandalismo,Crítica,3740788
2868,2024-01-17,Accidente,Media,18073
2869,09-07-2022,Accídénté,Baja,18422
2870,2021/08/04,Accidente,Alta,52074
2871,06/11/2021,Accidente,Alta,5237134
2872,13-06-2020,Vándálísmó,Baja,16841
2873,2020/08/15,Robo,Alta,7802522
2874,11-02-2023,Daño estructural,Alta,18590
2875,02/09/2023,Accidente,Media,18135
2876,23-08-2020,Dáñó éstrúctúrál,Crítica,18093
2877,20/09/2020,Accidente,Media,18526
2878,02-02-2020,Dáñó éstrúctúrál,Crítica,18116
2879,2022/09/13,Dáñó éstrúctúrál,Crítica,18398
2880,07-12-2023,Dáñó éstrúctúrál,Media,17802
2881,09-10-2020,Accidente,Crítica,18569
2882,08-10-2020,Accidente,Crítica,18604
2883,2020/07/16,Dáñó éstrúctúrál,Crítica,5241177
2884,10-11-2020,Vandalismo,Crítica,7356676
2885,2020/07/15,Daño estructural,Crítica,17503
2886,04-20-2021,Accidente,Baja,17033
2887,03-08-2023,Robo,Media,17746
2888,2020/03/05,Daño estructural,Baja,18598
2889,21-11-2019,Accídénté,Crítica,18146
2890,2020/12/29,Vandalismo,Media,18321
2891,2023-01-30,Vandalismo,Alta,18175
2892,13/07/2024,Accidente,Alta,4749896
2893,2020-06-22,Caída,Alta,18044
2894,17-10-2022,Daño estructural,Baja,18372
2895,2021-09-16,Robo,Baja,18131
2896,05-28-2022,Dáñó éstrúctúrál,Media,18316
2897,2023-04-25,Vandalismo,Crítica,17707
2898,2022-10-14,Vándálísmó,Crítica,461179
2899,10-09-2021,Daño estructural,Crítica,17953
2900,2024/06/28,Dáñó éstrúctúrál,Media,17874
2901,2024-01-25,Caída,Alta,461342
2902,08-02-2023,Daño estructural,Crítica,17809
2903,02-21-2021,Accidente,Alta,17272
2904,18/12/2021,Caída,Baja,18255
2905,27-10-2019,Daño estructural,Crítica,17611
2906,14-04-2020,Robo,Media,17129
2907,11-11-2021,Caída,Baja,8775337
2908,2022-10-21,Vandalismo,Media,3568306
2909,28/04/2024,Accidente,Media,17756
2910,2021/04/27,Róbó,Media,7897950
2911,2022/05/03,Daño estructural,Alta,7144128
2912,02/02/2024,Accidente,Media,16902
2913,08-28-2023,Cáídá,Alta,3569222
2914,28-06-2022,Caída,Media,18140
2915,20-07-2022,Vandalismo,Baja,18155
2916,2021/05/26,Vandalismo,Crítica,461341
2917,07-10-2022,Dáñó éstrúctúrál,Alta,18539
2918,07-11-2020,Caída,Alta,5213832
2919,01-02-2023,Robo,Crítica,4749888
2920,2021/05/25,Accidente,Crítica,52165
2921,2021-10-27,Robo,Baja,16835
2922,07-08-2023,Róbó,Alta,18070
2923,24-08-2024,Robo,Alta,4730835
2924,21-07-2024,Daño estructural,Alta,17926
2925,2024-01-08,Vándálísmó,Media,17730
2926,17/03/2023,Accidente,Media,5209117
2927,05-19-2024,Róbó,Media,18377
2928,25/03/2022,Dáñó éstrúctúrál,Crítica,18586
2929,2023/07/14,Caída,Crítica,451351
2930,29-10-2022,Vandalismo,Baja,18468
2931,07-05-2023,Caída,Alta,17371
2932,22/10/2023,Accidente,Alta,17852
2933,2022/03/14,Caída,Crítica,18048
2934,27/09/2023,Accídénté,Alta,18345
2935,02/12/2023,Robo,Crítica,17586
2936,24/04/2023,Vandalismo,Alta,9180738
2937,2023/01/17,Robo,Baja,16728
2938,01-08-2020,Vandalismo,Media,5178865
2939,03-14-2021,Accídénté,Alta,18189
2940,2022-03-23,Róbó,Crítica,461341
2941,02-05-2022,Daño estructural,Media,9424150
2942,14/10/2024,Caída,Alta,5218564
2943,2021-12-05,Caída,Media,17204
2944,2023-06-06,Dáñó éstrúctúrál,Media,16837
2945,11-28-2023,Daño estructural,Alta,17957
2946,10-23-2022,Daño estructural,Crítica,18142
2947,06/01/2021,Robo,Baja,17653
2948,06-14-2023,Daño estructural,Crítica,16921
2949,2021-11-18,Daño estructural,Baja,17736
2950,23-04-2022,Accidente,Baja,17707
2951,03-08-2022,Accidente,Alta,52168
2952,06-09-2022,Robo,Crítica,17489
2953,11-02-2020,Accidente,Alta,52223
2954,2021-06-28,Caída,Crítica,52159
2955,17/05/2023,Robo,Baja,17891
2956,05-13-2023,Cáídá,Crítica,17446
2957,12-15-2022,Caída,Media,17507
2958,22-06-2021,Robo,Crítica,9259976
2959,10-18-2020,Vandalismo,Crítica,17640
2960,2019-11-05,Accídénté,Media,18456
2961,22/03/2022,Vandalismo,Alta,7840614
2962,04-03-2023,Vandalismo,Baja,17134
2963,12-02-2021,Accidente,Media,17807
2964,12/08/2021,Accidente,Baja,5246189
2965,06/02/2024,Daño estructural,Crítica,16863
2966,10-26-2022,Robo,Alta,17749
2967,2021/05/22,Vandalismo,Baja,17049
2968,2024-09-16,Vandalismo,Media,18031
2969,10-19-2023,Vandalismo,Alta,17485
2970,30/09/2020,Vandalismo,Baja,17796
2971,2022/06/10,Daño estructural,Media,5071674
2972,27-01-2023,Róbó,Media,17777
2973,2020-12-30,Accídénté,Alta,8909085
2974,04/09/2020,Caída,Media,17014
2975,2023-04-02,Vandalismo,Baja,5241178
2976,2024-01-22,Robo,Baja,17397
2977,06-19-2023,Caída,Baja,7538071
2978,2024-09-13,Vandalismo,Alta,8927341
2979,10-22-2022,Daño estructural,Alta,451542
2980,2023-02-14,Daño estructural,Baja,3994618
2981,25-07-2024,Vandalismo,Media,52203
2982,21/01/2022,Caída,Alta,17725
2983,04-17-2022,Vandalismo,Alta,3573056
2984,25/10/2022,Daño estructural,Baja,17691
2985,01-13-2021,Accidente,Alta,16924
2986,07-03-2024,Caída,Crítica,18359
2987,11/04/2024,Dáñó éstrúctúrál,Crítica,18117
2988,2023-10-03,Daño estructural,Crítica,18347
2989,20/01/2024,Caída,Media,16998
2990,2021-06-08,Accidente,Alta,18373
2991,18/09/2022,Vandalismo,Crítica,17472
2992,25/11/2023,Cáídá,Alta,18353
2993,2022/01/02,Caída,Crítica,17534
2994,2022/01/08,Daño estructural,Crítica,17483
2995,2023/02/13,Vandalismo,Alta,7107693
2996,05-20-2020,Caída,Media,52067
2997,31/07/2021,Caída,Media,17589
2998,2020/04/19,Accidente,Media,18336
2999,19-10-2019,Róbó,Media,17794
3000,24/05/2024,Caída,Media,18407
3001,08-14-2024,Accidente,Alta,16757
3002,03-05-2021,Robo,Media,17950
3003,2021/03/20,Accidente,Baja,9187536
3004,08-03-2022,Robo,Media,16917
3005,15-10-2020,Robo,Crítica,17074
3006,2020/11/23,Robo,Alta,17633
3007,2020/08/16,Daño estructural,Alta,17517
3008,2021/07/19,Vandalismo,Crítica,18086
3009,03/10/2020,Accidente,Alta,4737820
3010,12-10-2023,Daño estructural,Baja,18504
3011,18-05-2022,Vándálísmó,Baja,3569250
3012,2022-11-07,Accidente,Crítica,18449
3013,08-07-2023,Daño estructural,Baja,5654051
3014,2020/07/24,Dáñó éstrúctúrál,Baja,4737820
3015,31-12-2023,Daño estructural,Crítica,18449
3016,2022-04-03,Daño estructural,Baja,18634
3017,11/11/2019,Dáñó éstrúctúrál,Crítica,17710
3018,03/12/2022,Caída,Crítica,5653901
3019,03-31-2022,Robo,Baja,18086
3020,20/05/2024,Dáñó éstrúctúrál,Baja,17143
3021,2022/06/24,Caída,Crítica,17551
3022,29/06/2022,Daño estructural,Baja,52102
3023,03-05-2024,Caída,Alta,16710
3024,2024-01-18,Róbó,Media,4749900
3025,10/08/2020,Vandalismo,Crítica,17756
3026,05-26-2022,Vandalismo,Baja,5240324
3027,2024-07-11,Cáídá,Crítica,5240327
3028,2023/10/07,Accídénté,Crítica,16954
3029,2019-11-07,Vandalismo,Crítica,18461
3030,02-10-2023,Daño estructural,Media,18261
3031,03-06-2021,Daño estructural,Alta,5219928
3032,2021/05/17,Caída,Media,17499
3033,11-05-2020,Robo,Baja,52155
3034,09-06-2020,Robo,Alta,17056
3035,2020-07-27,Vandalismo,Crítica,17681
3036,31/10/2020,Accídénté,Baja,3573331
3037,07-01-2024,Caída,Crítica,17684
3038,21/02/2020,Caída,Media,4749888
3039,2021/11/15,Caída,Media,3573330
3040,02-09-2020,Cáídá,Alta,5241181
3041,2021/12/20,Vandalismo,Baja,18459
3042,30-03-2020,Vandalismo,Alta,17181
3043,2020-11-22,Robo,Media,52194
3044,01/11/2021,Caída,Crítica,17863
3045,2020-04-12,Daño estructural,Baja,17664
3046,01-08-2020,Daño estructural,Alta,17029
3047,08/05/2020,Caída,Alta,52146
3048,06-02-2021,Róbó,Alta,16888
3049,2021-09-13,Caída,Crítica,7125612
3050,04/11/2022,Caída,Crítica,18013
3051,2022/09/03,Róbó,Alta,17700
3052,05-17-2020,Daño estructural,Crítica,18595
3053,02-23-2021,Daño estructural,Crítica,18140
3054,2024-09-13,Caída,Media,16887
3055,2020/06/02,Accidente,Alta,3573054
3056,16-09-2023,Accidente,Alta,8799552
3057,2021-07-25,Daño estructural,Alta,17979
3058,07-06-2021,Daño estructural,Crítica,7144040
3059,10-28-2021,Robo,Media,18229
3060,12/10/2023,Accídénté,Baja,7180264
3061,01-03-2022,Caída,Baja,18600
3062,2022-07-01,Accidente,Baja,18573
3063,18/02/2024,Daño estructural,Media,16988
3064,22-06-2024,Caída,Media,16751
3065,09-23-2021,Robo,Baja,52228
3066,2020/10/03,Dáñó éstrúctúrál,Crítica,9261936
3067,20/05/2020,Caída,Baja,18543
3068,10-20-2021,Accidente,Media,18418
3069,24/11/2022,Caída,Media,5237110
3070,2021/07/26,Accidente,Baja,17914
3071,08-26-2020,Vandalismo,Alta,17656
3072,2020-07-24,Dáñó éstrúctúrál,Media,17944
3073,18-02-2020,Róbó,Crítica,5219934
3074,05-12-2023,Caída,Alta,16730
3075,2021-12-27,Accidente,Media,5133174
3076,2022/11/23,Robo,Media,16782
3077,2022/06/26,Vandalismo,Alta,17009
3078,2020-02-26,Robo,Crítica,17760
3079,2023/09/23,Accidente,Crítica,17088
3080,06-19-2022,Accidente,Alta,16785
3081,01-31-2023,Cáídá,Alta,17075
3082,2022-11-21,Caída,Media,52139
3083,2023/10/09,Robo,Baja,18421
3084,02-09-2020,Robo,Baja,18100
3085,2023/08/11,Daño estructural,Baja,18258
3086,08/02/2022,Robo,Baja,4745667
3087,2024-04-03,Caída,Crítica,17388
3088,10/10/2021,Accidente,Alta,18189
