ID,PUNTUACION_ACCESIBILIDAD,PUNTUACION_CALIDAD,COMENTARIOS,AreaRecreativaID,FECHA
3766,4,3,Muy bueno,52094,12-25-2023
3767,1,1,Deficiente,9261936,25/07/2023
3768,1,1,Deficiente,7129053,07-08-2022
3769,1,1,Deficiente,17872,2022-05-25
3770,5,5,Excelente,17489,29-07-2021
3771,3,4,Muy bueno,16766,2021/11/21
3772,5,4,Excelente,17937,05-09-2021
3773,2,1,Regular,17731,16-11-2022
3774,2,3,Aceptable,5213820,25/06/2022
3775,3,4,Muy bueno,16671,10-09-2022
3776,5,4,Excelente,17529,12-01-2022
3777,5,5,Excelente,17880,2022/02/25
3778,5,5,Excelente,18059,18-08-2022
3779,1,1,Deficiente,17353,03-25-2021
3780,3,4,Muy bueno,17996,04/05/2023
3781,3,3,Muy bueno,18340,14/01/2023
3782,3,4,Muy bueno,18083,2022/01/19
3783,1,1,Deficiente,52095,2022/05/02
3784,3,4,Muy bueno,3991326,07-01-2021
3785,2,2,Aceptable,18467,07-06-2021
3786,1,1,Deficiente,17106,03-02-2021
3787,2,3,Aceptable,17130,07-08-2021
3788,5,5,Excelente,7928425,05-08-2022
3789,4,4,Excelente,17770,2021-05-07
3790,3,2,Aceptable,5237137,2023/08/05
3791,4,5,Excelente,16730,07-18-2022
3792,3,4,Muy bueno,18442,26-09-2022
3793,4,4,Excelente,18044,04/11/2023
3794,4,3,Muy bueno,17725,2021-01-13
3795,5,4,Excelente,16767,07-08-2023
3796,4,3,Muy bueno,7838818,2023/03/28
3797,1,1,Deficiente,18246,2023/07/22
3798,2,3,Aceptable,17038,12-12-2023
3799,2,3,Aceptable,18064,09-07-2021
3800,5,4,Excelente,17319,28/10/2021
3801,3,4,Muy bueno,18330,30-05-2021
3802,2,1,Regular,16954,29-08-2023
3803,3,4,Muy bueno,4730835,27-07-2021
3804,3,4,Muy bueno,18008,10-10-2021
3805,2,3,Aceptable,17779,20-10-2021
3806,4,3,Muy bueno,7602249,2022/06/04
3807,2,3,Aceptable,3573057,02-24-2022
3808,5,5,Excelente,18484,20-07-2023
3809,3,4,Muy bueno,3569210,2021/12/12
3810,1,1,Deficiente,17389,2022/02/28
3811,4,3,Muy bueno,18616,03-09-2023
3812,3,3,Muy bueno,3962084,2023-02-13
3813,2,2,Aceptable,17260,15/07/2022
3814,3,2,Aceptable,5071591,2022/08/10
3815,3,3,Muy bueno,17652,04-26-2022
3816,2,3,Aceptable,52162,27/09/2022
3817,3,3,Muy bueno,5237122,04/12/2022
3818,4,5,Excelente,18262,2022-02-27
3819,4,4,Excelente,16859,05-23-2023
3820,3,2,Aceptable,7126494,2022-03-06
3821,2,2,Aceptable,17356,2022/05/07
3822,3,2,Aceptable,17841,2021/02/14
3823,4,4,Excelente,18506,23/09/2021
3824,5,5,Excelente,17399,04-10-2023
3825,2,1,Regular,16751,04-06-2022
3826,4,4,Excelente,17764,2022/12/08
3827,3,3,Muy bueno,17730,10/04/2022
3828,5,5,Excelente,17747,2022/11/09
3829,4,3,Muy bueno,17148,2021-05-24
3830,1,1,Deficiente,18254,24-10-2023
3831,1,1,Deficiente,18140,29-08-2022
3832,4,4,Excelente,18035,2023/10/19
3833,4,3,Muy bueno,16867,15/09/2021
3834,5,5,Excelente,18348,2023/08/24
3835,4,4,Excelente,9046339,08-23-2022
3836,4,5,Excelente,18405,26-10-2021
3837,5,4,Excelente,5241174,11-27-2022
3838,4,5,Excelente,7902706,2021/06/21
3839,3,3,Muy bueno,18061,2022/01/06
3840,5,4,Excelente,17388,06-30-2021
3841,1,1,Deficiente,5240275,2021/09/24
3842,4,5,Excelente,52103,09-10-2021
3843,4,4,Excelente,16698,26-08-2023
3844,2,1,Regular,17493,29/06/2022
3845,2,1,Regular,18334,2023-04-01
3846,4,3,Muy bueno,7908163,09-20-2022
3847,3,2,Aceptable,16830,2021/02/15
3848,1,1,Deficiente,18046,2021/02/05
3849,1,1,Deficiente,52170,15/01/2023
3850,1,2,Regular,52047,2022/02/06
3851,3,3,Muy bueno,7928031,2023/02/11
3852,5,5,Excelente,17859,22-09-2021
3853,2,2,Aceptable,7403980,2023-08-11
3854,5,5,Excelente,3962563,26/01/2022
3855,3,2,Aceptable,7125612,12-20-2021
3856,3,3,Muy bueno,52197,2023/09/07
3857,1,1,Deficiente,52061,06-01-2023
3858,1,2,Regular,17815,12-11-2023
3859,3,3,Muy bueno,17087,12-01-2022
3860,3,4,Muy bueno,5237114,05/10/2023
3861,5,5,Excelente,18302,09-19-2021
3862,2,3,Aceptable,5237124,2023/09/03
3863,1,1,Deficiente,18590,2023-08-25
3864,2,1,Regular,17125,04/12/2023
3865,3,3,Muy bueno,17513,28/11/2022
3866,4,4,Excelente,17459,29-06-2021
3867,2,2,Aceptable,17337,2022/10/29
3868,4,5,Excelente,18598,01-07-2022
3869,4,5,Excelente,52115,07-03-2022
3870,3,3,Muy bueno,18471,23/03/2021
3871,3,3,Muy bueno,18295,17/07/2021
3872,3,3,Muy bueno,16695,01-05-2021
3873,1,1,Deficiente,18104,05-10-2022
3874,2,3,Aceptable,17002,08-11-2023
3875,5,5,Excelente,9046351,01-31-2022
3876,1,1,Deficiente,17955,2021/10/11
3877,5,5,Excelente,18496,09-28-2022
3878,2,2,Aceptable,17995,28-10-2022
3879,5,4,Excelente,17428,2023-04-13
3880,5,4,Excelente,17430,03-06-2021
3881,3,2,Aceptable,17026,2021/12/29
3882,3,3,Muy bueno,52218,2021/12/19
3883,3,2,Aceptable,5237118,2023/02/28
3884,2,3,Aceptable,8914014,03-01-2021
3885,5,5,Excelente,18362,12/02/2022
3886,2,1,Regular,3573058,20-05-2021
3887,3,2,Aceptable,18442,04-09-2022
3888,3,4,Muy bueno,7356671,2023/09/07
3889,2,3,Aceptable,18154,19-12-2021
3890,3,3,Muy bueno,17047,2021-09-23
3891,4,5,Excelente,18614,2021/06/16
3892,3,2,Aceptable,17583,19/01/2022
3893,2,1,Regular,16713,2023/03/22
3894,4,3,Muy bueno,17924,07-30-2021
3895,5,4,Excelente,17078,09-10-2022
3896,5,4,Excelente,17198,18/04/2021
3897,4,4,Excelente,5240105,2022/05/30
3898,5,5,Excelente,18107,21-06-2023
3899,2,3,Aceptable,18417,03-30-2021
3900,4,5,Excelente,17093,11/12/2023
3901,3,4,Muy bueno,16846,08/04/2023
3902,2,3,Aceptable,18505,2021/07/21
3903,5,4,Excelente,5653727,2022/09/22
3904,5,5,Excelente,17901,02-22-2023
3905,1,1,Deficiente,17983,12-10-2023
3906,2,3,Aceptable,18569,2021/04/14
3907,2,3,Aceptable,7245849,10-01-2021
3908,1,2,Regular,16958,21-09-2023
3909,4,4,Excelente,17373,2022/08/20
3910,3,3,Muy bueno,18560,2021-03-27
3911,3,3,Muy bueno,17344,2021/08/19
3912,4,5,Excelente,3573005,14-11-2023
3913,5,5,Excelente,17114,12-10-2022
3914,1,1,Deficiente,18398,2021-08-02
3915,4,3,Muy bueno,3573332,2022/11/29
3916,2,1,Regular,8786012,2023-05-18
3917,4,3,Muy bueno,18122,2021-01-20
3918,5,5,Excelente,17974,2023-03-20
3919,4,5,Excelente,17610,2022-05-04
3920,2,2,Aceptable,17903,04-03-2023
3921,3,3,Muy bueno,17539,2022-06-18
3922,2,3,Aceptable,16966,2023-07-17
3923,5,5,Excelente,17391,11-01-2021
3924,4,4,Excelente,8799532,04/01/2023
3925,1,1,Deficiente,18414,16-07-2023
3926,5,4,Excelente,17163,2021-12-25
3927,2,3,Aceptable,17423,2023/08/22
3928,3,4,Muy bueno,52182,09-01-2023
3929,1,1,Deficiente,9181989,30-04-2023
3930,5,5,Excelente,17460,2023-02-10
3931,4,5,Excelente,5653905,17/06/2023
3932,3,2,Aceptable,17081,07-25-2021
3933,3,4,Muy bueno,18170,08-11-2022
3934,3,4,Muy bueno,52078,2023-12-22
3935,5,4,Excelente,52144,28-04-2022
3936,1,2,Regular,3531281,27/02/2023
3937,1,2,Regular,52206,19/09/2023
3938,4,3,Muy bueno,18138,2021/05/09
3939,1,1,Deficiente,7889423,11-23-2021
3940,3,4,Muy bueno,17542,10-27-2021
3941,3,2,Aceptable,3573051,05-20-2021
3942,2,1,Regular,17695,12-04-2023
3943,5,4,Excelente,7933003,2023-07-27
3944,1,1,Deficiente,17316,2022-01-06
3945,1,1,Deficiente,5211393,06-02-2023
3946,1,2,Regular,18051,01/02/2023
3947,4,5,Excelente,18444,2023-10-01
3948,4,4,Excelente,17213,20/06/2022
3949,4,4,Excelente,17543,2023/06/27
3950,3,4,Muy bueno,17694,03-01-2023
3951,3,4,Muy bueno,17617,02-20-2023
3952,5,5,Excelente,16988,04/05/2023
3953,5,5,Excelente,16825,08-11-2023
3954,2,1,Regular,9403201,2023/12/24
3955,3,3,Muy bueno,5240110,2021/01/07
3956,5,4,Excelente,17705,2021-10-04
3957,1,2,Regular,17769,2023-03-05
3958,2,2,Aceptable,18173,22-02-2023
3959,4,3,Muy bueno,17526,2022/05/16
3960,5,5,Excelente,5240277,2023/08/24
3961,1,1,Deficiente,52169,06-24-2023
3962,3,4,Muy bueno,17396,2021/02/10
3963,1,2,Regular,17650,2023-03-23
3964,1,1,Deficiente,52051,02/07/2022
3965,3,4,Muy bueno,5654059,02-13-2023
3966,1,1,Deficiente,52066,06-05-2023
3967,1,1,Deficiente,17327,2023/03/18
3968,1,1,Deficiente,18050,2022/02/26
3969,3,3,Muy bueno,18037,2022/12/17
3970,2,1,Regular,17565,01-02-2022
3971,4,5,Excelente,17154,2023-03-10
3972,2,1,Regular,17693,11-24-2022
3973,2,3,Aceptable,18367,11-16-2023
3974,4,5,Excelente,17614,2022/06/07
3975,4,4,Excelente,18444,2022-12-21
3976,5,5,Excelente,17868,06-01-2021
3977,2,3,Aceptable,8786012,21-07-2022
3978,1,1,Deficiente,52089,2022-10-21
3979,3,3,Muy bueno,17602,2023-08-08
3980,5,5,Excelente,17994,25/10/2023
3981,4,5,Excelente,52123,02-05-2023
3982,5,4,Excelente,7280401,16/05/2022
3983,3,4,Muy bueno,18211,16-07-2023
3984,3,2,Aceptable,4704499,29/11/2023
3985,2,1,Regular,17294,2021/12/12
3986,3,2,Aceptable,17397,30/07/2021
3987,3,4,Muy bueno,5653960,07-17-2021
3988,4,3,Muy bueno,18212,06/12/2021
3989,1,2,Regular,17558,2022/10/16
3990,3,4,Muy bueno,18304,13-09-2021
3991,2,3,Aceptable,17530,30/12/2023
3992,5,4,Excelente,5166868,03/10/2023
3993,4,4,Excelente,17601,2023-05-15
3994,3,2,Aceptable,17041,2021-02-15
3995,1,1,Deficiente,18487,27/05/2021
3996,2,1,Regular,52196,24-10-2023
3997,1,1,Deficiente,9269361,2023-11-21
3998,4,5,Excelente,18108,21-05-2021
3999,5,5,Excelente,18540,2022-08-29
4000,4,4,Excelente,17256,13/01/2023
4001,4,3,Muy bueno,5195695,2021-08-29
4002,4,3,Muy bueno,52040,2023-11-02
4003,1,1,Deficiente,5241175,02-27-2021
4004,5,5,Excelente,17297,22-03-2021
4005,3,4,Muy bueno,8775149,2022/04/04
4006,1,1,Deficiente,52108,2021-06-07
4007,4,5,Excelente,8799554,23-10-2021
4008,3,4,Muy bueno,18046,26-04-2021
4009,3,4,Muy bueno,17722,06-13-2023
4010,4,3,Muy bueno,16718,03-15-2021
4011,2,3,Aceptable,17069,2022-03-30
4012,2,3,Aceptable,18448,2023-04-18
4013,3,3,Muy bueno,17709,2021/05/03
4014,3,3,Muy bueno,18046,01-12-2021
4015,3,4,Muy bueno,18582,15/05/2023
4016,1,1,Deficiente,16872,2023-07-04
4017,4,3,Muy bueno,9492616,2021/12/14
4018,4,3,Muy bueno,18234,2023/10/22
4019,4,4,Excelente,5261893,12-02-2021
4020,3,2,Aceptable,18498,18-01-2022
4021,1,1,Deficiente,16746,2023-01-24
4022,3,2,Aceptable,5219922,2023-06-11
4023,2,3,Aceptable,17993,18-10-2023
4024,1,2,Regular,17589,05/08/2023
4025,2,2,Aceptable,17942,03-23-2023
4026,3,2,Aceptable,17273,06-05-2022
4027,2,3,Aceptable,3568708,10-03-2021
4028,4,5,Excelente,17745,2022/12/28
4029,5,5,Excelente,18114,2023/07/14
4030,5,5,Excelente,17035,21/01/2023
4031,5,5,Excelente,7129038,2021-12-05
4032,4,5,Excelente,18435,2023/05/13
4033,4,4,Excelente,18438,18/12/2023
4034,3,2,Aceptable,7107693,08-09-2023
4035,1,1,Deficiente,18040,11/06/2022
4036,4,5,Excelente,17171,2022/09/05
4037,2,1,Regular,17595,11/08/2021
4038,3,2,Aceptable,17688,25-09-2022
4039,1,2,Regular,17980,21/02/2022
4040,3,4,Muy bueno,17149,24-05-2022
4041,5,5,Excelente,52123,2022-09-09
4042,2,1,Regular,5071674,27/01/2023
4043,4,4,Excelente,17026,06/07/2023
4044,2,2,Aceptable,18393,2023-04-01
4045,5,5,Excelente,17670,19/06/2022
4046,2,1,Regular,18612,01-30-2022
4047,5,5,Excelente,16769,04-01-2023
4048,4,5,Excelente,17247,10-05-2022
4049,1,1,Deficiente,9237483,02-19-2023
4050,3,2,Aceptable,3991019,2021/07/01
4051,4,4,Excelente,4988302,28/04/2022
4052,1,1,Deficiente,17853,06-14-2022
4053,4,4,Excelente,16805,2023/05/11
4054,4,4,Excelente,16733,2023/08/15
4055,1,2,Regular,17280,11-15-2023
4056,5,4,Excelente,18023,2021/07/15
4057,4,3,Muy bueno,17081,02-02-2021
4058,2,3,Aceptable,7126585,08-17-2022
4059,4,4,Excelente,16669,22/12/2021
4060,1,1,Deficiente,5246191,2023-09-27
4061,2,1,Regular,18249,26-10-2023
4062,5,5,Excelente,17089,10-01-2022
4063,3,4,Muy bueno,18162,2022/06/21
4064,3,3,Muy bueno,18377,07-02-2023
4065,2,2,Aceptable,17526,2023/07/20
4066,1,1,Deficiente,17254,02-10-2023
4067,4,4,Excelente,17693,17/02/2023
4068,2,2,Aceptable,5211176,06-17-2022
4069,3,4,Muy bueno,5654016,2021/12/16
4070,1,1,Deficiente,18233,19/02/2023
4071,2,1,Regular,18121,2022-06-04
4072,3,2,Aceptable,17281,03-29-2023
4073,2,1,Regular,8941727,08-03-2023
4074,1,2,Regular,16762,10-09-2021
4075,3,2,Aceptable,18518,19-10-2023
4076,3,3,Muy bueno,17059,30-05-2022
4077,4,5,Excelente,17514,21-10-2022
4078,4,5,Excelente,16972,12/03/2023
4079,1,2,Regular,16815,2021/04/29
4080,3,3,Muy bueno,52068,21/07/2023
4081,3,4,Muy bueno,17026,2021/06/21
4082,4,5,Excelente,17718,05-05-2023
4083,5,5,Excelente,17291,2022/03/30
4084,1,1,Deficiente,17559,18/08/2023
4085,4,3,Muy bueno,3568177,01-17-2022
4086,5,4,Excelente,18552,2023-05-26
4087,2,3,Aceptable,7802464,28/06/2022
4088,3,4,Muy bueno,7072722,03-06-2023
4089,1,1,Deficiente,52137,16-08-2022
4090,2,1,Regular,9243145,2021-06-18
4091,5,5,Excelente,17572,01/01/2021
4092,5,4,Excelente,7595814,2022-06-26
4093,3,3,Muy bueno,16886,20-09-2022
4094,3,2,Aceptable,17145,06-24-2021
4095,3,3,Muy bueno,17718,2022-06-19
4096,4,3,Muy bueno,7943778,20/04/2021
4097,5,4,Excelente,7838818,2023/03/18
4098,1,2,Regular,18003,2023-03-26
4099,4,5,Excelente,5240107,06-01-2023
4100,4,5,Excelente,7126499,01-29-2021
4101,1,1,Deficiente,17120,09-09-2023
4102,5,4,Excelente,18536,06/07/2021
4103,1,2,Regular,5240110,08/12/2021
4104,3,4,Muy bueno,16742,2022-07-03
4105,4,5,Excelente,7861611,12-07-2023
4106,1,2,Regular,18374,19/08/2022
4107,3,4,Muy bueno,8800261,2023-01-04
4108,2,3,Aceptable,5261893,04-04-2023
4109,3,3,Muy bueno,17775,2023-04-17
4110,3,3,Muy bueno,5174692,08-01-2021
4111,4,4,Excelente,18288,19/09/2023
4112,3,2,Aceptable,16874,27-12-2023
4113,3,3,Muy bueno,17865,2022/07/26
4114,1,2,Regular,17839,04/11/2023
4115,3,4,Muy bueno,18568,11/07/2021
4116,1,1,Deficiente,17550,2023/11/20
4117,3,2,Aceptable,8798266,06-27-2023
4118,4,4,Excelente,18363,2022-07-31
4119,5,4,Excelente,17863,12/10/2022
4120,1,1,Deficiente,17055,10/12/2022
4121,3,4,Muy bueno,16873,2021-02-08
4122,2,1,Regular,16830,02-09-2021
4123,1,2,Regular,17334,2022-07-06
4124,4,3,Muy bueno,17328,2022-06-28
4125,2,1,Regular,17688,02/09/2021
4126,1,1,Deficiente,17831,02-02-2023
4127,2,3,Aceptable,17618,12-07-2021
4128,2,3,Aceptable,16711,21-07-2022
4129,5,5,Excelente,18581,2023-04-19
4130,1,2,Regular,16850,04-07-2022
4131,1,1,Deficiente,7840614,2021-11-01
4132,5,4,Excelente,17996,18/05/2022
4133,3,3,Muy bueno,52075,2023/01/08
4134,2,3,Aceptable,16699,2023/01/31
4135,2,1,Regular,17473,03-07-2022
4136,3,3,Muy bueno,16871,2021-11-04
4137,2,3,Aceptable,17440,19/11/2021
4138,1,2,Regular,17983,2022-11-15
4139,5,5,Excelente,17712,2021/04/13
4140,2,2,Aceptable,17159,06-12-2021
4141,2,3,Aceptable,18397,10-09-2023
4142,1,1,Deficiente,16845,2022-09-03
4143,2,1,Regular,17461,2021-01-25
4144,5,5,Excelente,17891,2021/06/07
4145,4,4,Excelente,17761,2021-04-11
4146,2,3,Aceptable,17181,2022-09-14
4147,3,3,Muy bueno,5220743,03-10-2021
4148,5,5,Excelente,18623,05-06-2021
4149,2,3,Aceptable,52199,2023-02-11
4150,2,2,Aceptable,5241185,13-05-2022
4151,2,1,Regular,17640,24-07-2023
4152,1,1,Deficiente,17461,15-07-2023
4153,2,1,Regular,16902,2022/06/26
4154,2,1,Regular,7021749,2021/05/01
4155,2,2,Aceptable,18224,07/11/2021
4156,1,1,Deficiente,17283,10/12/2021
4157,4,5,Excelente,52082,2022-03-28
4158,4,3,Muy bueno,5213820,07-24-2022
4159,1,1,Deficiente,17259,12-20-2021
4160,4,5,Excelente,52121,09-27-2023
4161,2,1,Regular,17290,09/04/2023
4162,1,2,Regular,4730844,12-10-2023
4163,4,4,Excelente,17684,06-28-2022
4164,4,4,Excelente,17686,2022/07/05
4165,3,2,Aceptable,9237040,2023/06/01
4166,3,3,Muy bueno,17725,10-08-2022
4167,5,4,Excelente,9294001,2022-12-29
4168,5,4,Excelente,18561,10-22-2022
4169,2,1,Regular,5237108,18-01-2023
4170,3,4,Muy bueno,5653933,11/01/2022
4171,1,1,Deficiente,5246181,2022-12-04
4172,4,5,Excelente,5654014,10-21-2021
4173,1,1,Deficiente,16780,2021-06-04
4174,1,1,Deficiente,18458,2022-10-31
4175,2,2,Aceptable,18377,17/02/2021
4176,3,4,Muy bueno,17363,06/11/2021
4177,4,4,Excelente,18542,2023-11-11
4178,4,4,Excelente,17372,2022-01-30
4179,2,1,Regular,17110,26-01-2023
4180,4,3,Muy bueno,16774,10-05-2022
4181,4,3,Muy bueno,17045,2023-08-09
4182,1,1,Deficiente,52110,09-28-2023
4183,4,3,Muy bueno,18452,2021/10/05
4184,5,4,Excelente,17212,2021/02/28
4185,3,2,Aceptable,18452,2021/07/05
4186,2,3,Aceptable,17289,2022/01/26
4187,2,1,Regular,18165,02/09/2022
4188,5,5,Excelente,18473,24/09/2021
4189,2,2,Aceptable,7162545,2022-12-06
4190,4,4,Excelente,18036,08/05/2022
4191,3,4,Muy bueno,18412,2022/07/03
4192,2,3,Aceptable,17249,24-09-2021
4193,3,2,Aceptable,18442,11/03/2023
4194,3,3,Muy bueno,9295425,11-19-2023
4195,1,1,Deficiente,4731641,04/04/2023
4196,4,4,Excelente,16677,02-25-2021
4197,1,2,Regular,17709,07-08-2021
4198,3,4,Muy bueno,17770,12/08/2021
4199,2,1,Regular,5240284,2023/05/02
4200,5,4,Excelente,451351,12-26-2023
4201,3,3,Muy bueno,7838817,10-05-2023
4202,4,3,Muy bueno,7903120,2021/12/23
4203,2,2,Aceptable,17793,05-02-2022
4204,1,1,Deficiente,18628,28-07-2021
4205,2,1,Regular,17266,26-11-2021
4206,5,5,Excelente,17853,2023-07-28
4207,3,2,Aceptable,18046,12-29-2023
4208,5,5,Excelente,17147,09-05-2021
4209,5,4,Excelente,18343,2022/07/21
4210,2,2,Aceptable,4988302,10-08-2021
4211,5,5,Excelente,17749,02-19-2021
4212,2,2,Aceptable,9187536,04/02/2022
4213,2,1,Regular,17355,11/02/2021
4214,4,4,Excelente,17449,2023-10-26
4215,4,3,Muy bueno,16730,2023/07/03
4216,2,1,Regular,17892,31/01/2021
4217,5,5,Excelente,17506,2022/05/30
4218,1,2,Regular,18280,2021-11-03
4219,1,1,Deficiente,18062,12-09-2022
4220,1,1,Deficiente,18467,05-25-2021
4221,5,4,Excelente,17481,2022-10-04
4222,1,2,Regular,4990656,08-01-2023
4223,4,4,Excelente,17016,01/03/2021
4224,2,2,Aceptable,4985689,07-20-2022
4225,4,5,Excelente,8776081,30/06/2022
4226,5,4,Excelente,17595,07-11-2021
4227,5,5,Excelente,18532,2021-12-07
4228,5,4,Excelente,5071674,2022/07/25
4229,3,2,Aceptable,8799554,2023-11-01
4230,4,3,Muy bueno,18194,2021-04-17
4231,2,1,Regular,16830,2021-03-20
4232,1,1,Deficiente,18435,2021/01/02
4233,5,4,Excelente,52166,26/05/2021
4234,3,2,Aceptable,18354,22/06/2023
4235,3,3,Muy bueno,52189,2021-03-09
4236,1,1,Deficiente,5800211,2022/06/12
4237,5,5,Excelente,16944,03-11-2021
4238,3,2,Aceptable,18177,01/01/2023
4239,2,1,Regular,5178801,2022-09-04
4240,3,4,Muy bueno,451531,06-09-2021
4241,5,5,Excelente,4737942,2022-12-25
4242,3,3,Muy bueno,17562,07/11/2023
4243,3,4,Muy bueno,52160,23-09-2022
4244,2,1,Regular,17542,07-30-2022
4245,2,1,Regular,17980,30-05-2021
4246,1,2,Regular,7130028,04-08-2021
4247,3,4,Muy bueno,18617,17-07-2022
4248,3,4,Muy bueno,4792812,2023/07/02
4249,1,2,Regular,17388,30/01/2022
4250,2,3,Aceptable,17501,2023-02-04
4251,3,3,Muy bueno,17306,2023/12/26
4252,2,1,Regular,17357,2023-04-15
4253,1,2,Regular,4989404,2022-09-15
4254,2,1,Regular,17340,2023-02-19
4255,2,2,Aceptable,16758,2023-08-24
4256,3,4,Muy bueno,9049658,27/06/2022
4257,2,2,Aceptable,3740788,19-10-2021
4258,3,2,Aceptable,4737941,2021/07/26
4259,4,3,Muy bueno,8799549,02-01-2021
4260,3,3,Muy bueno,5224222,2023/06/16
4261,5,5,Excelente,18487,2021-03-15
4262,1,1,Deficiente,17843,11-04-2021
4263,5,4,Excelente,3960567,2022-02-12
4264,2,2,Aceptable,17331,01-03-2021
4265,3,2,Aceptable,4749895,2021-08-30
4266,2,3,Aceptable,18282,2023-07-22
4267,4,5,Excelente,17293,2023-03-28
4268,1,1,Deficiente,17923,23/12/2022
4269,4,5,Excelente,17991,2021/06/26
4270,4,5,Excelente,17638,11-04-2023
4271,3,4,Muy bueno,9237483,02/02/2023
4272,3,3,Muy bueno,17705,03-03-2021
4273,1,1,Deficiente,18629,07-29-2021
4274,2,3,Aceptable,18390,2021/02/05
4275,2,2,Aceptable,7930170,2023/08/28
4276,3,2,Aceptable,5241171,09-02-2022
4277,1,2,Regular,18416,2021-01-22
4278,4,3,Muy bueno,5237108,08-06-2022
4279,1,1,Deficiente,9269361,04-12-2023
4280,1,1,Deficiente,17054,12-07-2023
4281,3,4,Muy bueno,18151,07-29-2022
4282,5,5,Excelente,18612,29/07/2022
4283,4,3,Muy bueno,17106,01/02/2021
4284,5,4,Excelente,18196,10-27-2021
4285,2,2,Aceptable,7896349,2021/08/13
4286,5,5,Excelente,17372,10/01/2021
4287,2,3,Aceptable,17754,04-05-2022
4288,4,3,Muy bueno,52207,09-01-2022
4289,3,3,Muy bueno,17710,2023-06-20
4290,4,3,Muy bueno,17473,2021-04-09
4291,2,3,Aceptable,17142,04-29-2023
4292,4,4,Excelente,18015,2023/01/09
4293,5,5,Excelente,16813,2021/06/20
4294,2,1,Regular,17411,05-02-2021
4295,4,5,Excelente,52164,26-06-2021
4296,1,1,Deficiente,18073,2023-09-11
4297,1,1,Deficiente,17763,02-11-2022
4298,5,5,Excelente,18529,2022/07/11
4299,4,4,Excelente,17658,09-14-2023
4300,5,4,Excelente,17242,18/12/2021
4301,1,2,Regular,5213821,11-29-2021
4302,4,3,Muy bueno,18587,2022-08-14
4303,1,2,Regular,52213,2021-01-30
4304,1,1,Deficiente,16972,2022-05-03
4305,4,5,Excelente,16698,20/06/2021
4306,4,3,Muy bueno,17270,24-04-2021
4307,5,5,Excelente,18121,2023-01-18
4308,2,1,Regular,17583,18/03/2022
4309,1,2,Regular,52902,11-05-2021
4310,5,4,Excelente,18331,27-06-2023
4311,5,5,Excelente,5211393,13/02/2023
4312,1,1,Deficiente,17500,04-11-2021
4313,2,3,Aceptable,7168609,2023/07/26
4314,4,3,Muy bueno,52154,05-06-2021
4315,5,4,Excelente,16841,29/11/2023
4316,2,1,Regular,17309,19-11-2022
4317,1,1,Deficiente,17884,18-09-2021
4318,2,3,Aceptable,18355,08-21-2022
4319,4,3,Muy bueno,52123,08-08-2022
4320,3,3,Muy bueno,17377,2021-08-10
4321,3,2,Aceptable,17024,2021/01/29
4322,4,3,Muy bueno,16682,2023/02/03
4323,5,5,Excelente,18354,2023/02/12
4324,1,1,Deficiente,9187543,25-06-2023
4325,3,3,Muy bueno,7943797,24/11/2022
4326,5,5,Excelente,8799532,10-28-2023
4327,3,3,Muy bueno,461265,08-16-2022
4328,4,4,Excelente,17191,2021-08-14
4329,4,5,Excelente,17867,2023/10/10
4330,2,1,Regular,9397076,04-25-2022
4331,5,5,Excelente,52093,07-10-2022
4332,1,2,Regular,17779,03/03/2023
4333,4,5,Excelente,17611,18-11-2023
4334,1,1,Deficiente,17481,2021/09/25
4335,2,3,Aceptable,17517,18/05/2021
4336,5,5,Excelente,17483,2023/11/10
4337,1,1,Deficiente,17152,16/01/2021
4338,2,2,Aceptable,17500,2023/03/22
4339,3,2,Aceptable,18117,12-04-2022
4340,2,1,Regular,18201,2023/12/08
4341,1,2,Regular,17539,09/05/2022
4342,4,4,Excelente,7125619,17/06/2021
4343,2,1,Regular,16822,2022-06-26
4344,5,5,Excelente,17414,04-26-2023
4345,2,2,Aceptable,16753,2022/01/27
4346,5,5,Excelente,7862341,2021-07-10
4347,5,5,Excelente,18095,17/08/2023
4348,4,4,Excelente,52224,07-11-2023
4349,1,1,Deficiente,18254,02-10-2022
4350,5,5,Excelente,5241186,2022/03/06
4351,1,1,Deficiente,17873,16-08-2021
4352,5,5,Excelente,3573053,07-09-2023
4353,2,3,Aceptable,7168609,2021/10/09
4354,2,1,Regular,17323,2023-04-14
4355,5,5,Excelente,5075332,2021-04-20
4356,2,3,Aceptable,16846,23-08-2023
4357,3,2,Aceptable,52147,2023-07-22
4358,3,4,Muy bueno,5237138,2022/11/15
4359,5,5,Excelente,17398,30/11/2023
4360,5,4,Excelente,9180738,15-11-2021
4361,4,3,Muy bueno,17759,22-10-2023
4362,5,5,Excelente,16838,2021/03/23
4363,4,5,Excelente,4749895,2022-08-17
4364,3,3,Muy bueno,17707,2022/08/27
4365,3,4,Muy bueno,52123,06-19-2021
4366,1,1,Deficiente,52046,11-19-2021
4367,3,2,Aceptable,17954,2023-04-18
4368,3,3,Muy bueno,18390,11/07/2022
4369,1,1,Deficiente,52046,12-22-2022
4370,1,1,Deficiente,17723,2023-06-13
4371,4,4,Excelente,17382,17/11/2022
4372,5,5,Excelente,16983,17/08/2022
4373,2,1,Regular,18610,07-02-2022
4374,1,2,Regular,17759,2022-04-08
