ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID,Tipo,Comentarios
"-6311,00 MNT",03/02/2024,Correctivo,Bueno,Malo,24810,queja_usuario,Comentario sobre el mantenimiento 6311
"-6312,00 MNT",13/05/2024,Emergencia,Bueno,Bueno,33471,preventivo,Comentario sobre el mantenimiento 6312
"-6313,00 MNT",2024-10-06,Correctivo,Bueno,Bueno,5658449,queja_usuario,Comentario sobre el mantenimiento 6313
"-6314,00 MNT",05-05-2024,Preventivo,Regular,Bueno,35143,preventivo,Comentario sobre el mantenimiento 6314
"-6315,00 MNT",04-14-2024,Emergencia,Bueno,Regular,59549,preventivo,Comentario sobre el mantenimiento 6315
"-6316,00 MNT",08-08-2024,Preventivo,Regular,Malo,20322,preventivo,Comentario sobre el mantenimiento 6316
"-6317,00 MNT",31-08-2024,Emergencia,Bueno,Regular,21056,preventivo,Comentario sobre el mantenimiento 6317
"-6318,00 MNT",2024/09/09,Emergencia,Regular,Bueno,9497239,preventivo,Comentario sobre el mantenimiento 6318
"-6319,00 MNT",06/05/2024,Emergencia,Malo,Bueno,3743682,preventivo,Comentario sobre el mantenimiento 6319
"-6320,00 MNT",2024-01-24,Correctivo,Regular,Malo,9435348,queja_usuario,Comentario sobre el mantenimiento 6320
"-6321,00 MNT",2023/11/30,Correctivo,Bueno,Malo,20825,queja_usuario,Comentario sobre el mantenimiento 6321
"-6322,00 MNT",03-15-2024,Correctivo,Bueno,Regular,3576633,preventivo,Comentario sobre el mantenimiento 6322
"-6323,00 MNT",12-17-2023,Correctivo,Regular,Regular,32609,queja_usuario,Comentario sobre el mantenimiento 6323
"-6324,00 MNT",06-18-2024,Emergencia,Regular,Regular,58595,queja_usuario,Comentario sobre el mantenimiento 6324
"-6325,00 MNT",2024-06-11,Preventivo,Bueno,Regular,7903125,preventivo,Comentario sobre el mantenimiento 6325
"-6326,00 MNT",2024/01/30,Preventivo,Bueno,Bueno,34075,preventivo,Comentario sobre el mantenimiento 6326
"-6327,00 MNT",16/07/2024,Correctivo,Malo,Malo,21843,preventivo,Comentario sobre el mantenimiento 6327
"-6328,00 MNT",17/06/2024,Preventivo,Regular,Regular,21219,queja_usuario,Comentario sobre el mantenimiento 6328
"-6329,00 MNT",04-27-2024,Correctivo,Regular,Malo,9182077,preventivo,Comentario sobre el mantenimiento 6329
"-6330,00 MNT",09-10-2024,Preventivo,Bueno,Bueno,9219430,preventivo,Comentario sobre el mantenimiento 6330
"-6331,00 MNT",16-10-2023,Correctivo,Bueno,Malo,33822,preventivo,Comentario sobre el mantenimiento 6331
"-6332,00 MNT",19-10-2023,Preventivo,Bueno,Bueno,59434,queja_usuario,Comentario sobre el mantenimiento 6332
"-6333,00 MNT",05-31-2024,Preventivo,Regular,Regular,4731222,preventivo,Comentario sobre el mantenimiento 6333
"-6334,00 MNT",2024/03/11,Correctivo,Bueno,Malo,6761608,queja_usuario,Comentario sobre el mantenimiento 6334
"-6335,00 MNT",2024/03/04,Correctivo,Malo,Bueno,9225796,preventivo,Comentario sobre el mantenimiento 6335
"-6336,00 MNT",04-10-2024,Emergencia,Regular,Malo,9291633,preventivo,Comentario sobre el mantenimiento 6336
"-6337,00 MNT",09/06/2024,Emergencia,Regular,Regular,7591510,queja_usuario,Comentario sobre el mantenimiento 6337
"-6338,00 MNT",07-02-2024,Preventivo,Regular,Bueno,34097,queja_usuario,Comentario sobre el mantenimiento 6338
"-6339,00 MNT",2024-04-16,Emergencia,Regular,Malo,9052181,queja_usuario,Comentario sobre el mantenimiento 6339
"-6340,00 MNT",29-11-2023,Emergencia,Malo,Malo,21341,preventivo,Comentario sobre el mantenimiento 6340
"-6341,00 MNT",04-02-2024,Correctivo,Regular,Regular,4730882,preventivo,Comentario sobre el mantenimiento 6341
"-6342,00 MNT",21-05-2024,Preventivo,Malo,Malo,20953,preventivo,Comentario sobre el mantenimiento 6342
"-6343,00 MNT",18-05-2024,Correctivo,Bueno,Bueno,3971925,queja_usuario,Comentario sobre el mantenimiento 6343
"-6344,00 MNT",09-21-2024,Emergencia,Bueno,Regular,25670,queja_usuario,Comentario sobre el mantenimiento 6344
"-6345,00 MNT",09-07-2024,Correctivo,Malo,Malo,8941998,queja_usuario,Comentario sobre el mantenimiento 6345
"-6346,00 MNT",17/07/2024,Correctivo,Malo,Malo,59508,queja_usuario,Comentario sobre el mantenimiento 6346
"-6347,00 MNT",12/11/2023,Correctivo,Bueno,Bueno,22173,preventivo,Comentario sobre el mantenimiento 6347
"-6348,00 MNT",27-01-2024,Preventivo,Bueno,Bueno,20981,queja_usuario,Comentario sobre el mantenimiento 6348
"-6349,00 MNT",2023/10/31,Preventivo,Malo,Malo,25608,preventivo,Comentario sobre el mantenimiento 6349
"-6350,00 MNT",17-08-2024,Emergencia,Malo,Malo,4823200,queja_usuario,Comentario sobre el mantenimiento 6350
"-6351,00 MNT",05-12-2023,Correctivo,Malo,Regular,34797,queja_usuario,Comentario sobre el mantenimiento 6351
"-6352,00 MNT",2024-02-21,Preventivo,Malo,Regular,20128,queja_usuario,Comentario sobre el mantenimiento 6352
"-6353,00 MNT",16-02-2024,Correctivo,Regular,Malo,7248196,preventivo,Comentario sobre el mantenimiento 6353
"-6354,00 MNT",10/01/2024,Preventivo,Malo,Bueno,58897,queja_usuario,Comentario sobre el mantenimiento 6354
"-6355,00 MNT",03-10-2024,Emergencia,Malo,Regular,59528,preventivo,Comentario sobre el mantenimiento 6355
"-6356,00 MNT",18-12-2023,Correctivo,Malo,Malo,58320,queja_usuario,Comentario sobre el mantenimiento 6356
"-6357,00 MNT",2023/10/21,Emergencia,Regular,Bueno,7887285,queja_usuario,Comentario sobre el mantenimiento 6357
"-6358,00 MNT",03/07/2024,Preventivo,Bueno,Regular,5133171,queja_usuario,Comentario sobre el mantenimiento 6358
"-6359,00 MNT",2024/04/29,Preventivo,Bueno,Bueno,53045,queja_usuario,Comentario sobre el mantenimiento 6359
"-6360,00 MNT",16-01-2024,Correctivo,Regular,Bueno,9224009,queja_usuario,Comentario sobre el mantenimiento 6360
"-6361,00 MNT",03-13-2024,Preventivo,Malo,Regular,5240848,preventivo,Comentario sobre el mantenimiento 6361
"-6362,00 MNT",2023/12/03,Emergencia,Bueno,Regular,7294620,queja_usuario,Comentario sobre el mantenimiento 6362
"-6363,00 MNT",2024-04-19,Correctivo,Bueno,Bueno,5252817,queja_usuario,Comentario sobre el mantenimiento 6363
"-6364,00 MNT",2024/09/29,Preventivo,Regular,Bueno,9176950,preventivo,Comentario sobre el mantenimiento 6364
"-6365,00 MNT",2024-06-17,Correctivo,Bueno,Malo,21533,preventivo,Comentario sobre el mantenimiento 6365
"-6366,00 MNT",2024/09/29,Preventivo,Regular,Regular,59885,preventivo,Comentario sobre el mantenimiento 6366
"-6367,00 MNT",27/01/2024,Correctivo,Malo,Malo,4730916,preventivo,Comentario sobre el mantenimiento 6367
"-6368,00 MNT",2024/08/17,Preventivo,Malo,Regular,19473,preventivo,Comentario sobre el mantenimiento 6368
"-6369,00 MNT",2024/06/17,Emergencia,Malo,Regular,7126498,queja_usuario,Comentario sobre el mantenimiento 6369
"-6370,00 MNT",2023/12/30,Preventivo,Malo,Bueno,33085,preventivo,Comentario sobre el mantenimiento 6370
"-6371,00 MNT",08-24-2024,Preventivo,Bueno,Regular,5250743,preventivo,Comentario sobre el mantenimiento 6371
"-6372,00 MNT",24/02/2024,Emergencia,Bueno,Malo,53036,queja_usuario,Comentario sobre el mantenimiento 6372
"-6373,00 MNT",2024/06/21,Correctivo,Regular,Regular,8803396,queja_usuario,Comentario sobre el mantenimiento 6373
"-6374,00 MNT",2024-03-16,Preventivo,Bueno,Bueno,19371,queja_usuario,Comentario sobre el mantenimiento 6374
"-6375,00 MNT",2024/06/01,Emergencia,Bueno,Bueno,22568,queja_usuario,Comentario sobre el mantenimiento 6375
"-6376,00 MNT",11-10-2024,Emergencia,Bueno,Bueno,33234,preventivo,Comentario sobre el mantenimiento 6376
"-6377,00 MNT",2024/04/23,Correctivo,Malo,Malo,22220,preventivo,Comentario sobre el mantenimiento 6377
"-6378,00 MNT",2024-01-18,Correctivo,Regular,Regular,9291623,preventivo,Comentario sobre el mantenimiento 6378
"-6379,00 MNT",28/04/2024,Emergencia,Malo,Malo,19446,preventivo,Comentario sobre el mantenimiento 6379
"-6380,00 MNT",09-30-2024,Preventivo,Regular,Bueno,52248,queja_usuario,Comentario sobre el mantenimiento 6380
"-6381,00 MNT",09-16-2024,Correctivo,Bueno,Malo,5239283,queja_usuario,Comentario sobre el mantenimiento 6381
"-6382,00 MNT",30-05-2024,Emergencia,Bueno,Malo,22266,queja_usuario,Comentario sobre el mantenimiento 6382
"-6383,00 MNT",2024/07/01,Emergencia,Regular,Regular,3530909,preventivo,Comentario sobre el mantenimiento 6383
"-6384,00 MNT",10-10-2024,Preventivo,Bueno,Bueno,3577444,preventivo,Comentario sobre el mantenimiento 6384
"-6385,00 MNT",02-17-2024,Preventivo,Bueno,Regular,9407484,preventivo,Comentario sobre el mantenimiento 6385
"-6386,00 MNT",2023/12/06,Correctivo,Malo,Regular,9160074,preventivo,Comentario sobre el mantenimiento 6386
"-6387,00 MNT",08/02/2024,Preventivo,Malo,Bueno,9294596,queja_usuario,Comentario sobre el mantenimiento 6387
"-6388,00 MNT",22/04/2024,Preventivo,Bueno,Bueno,3997061,preventivo,Comentario sobre el mantenimiento 6388
"-6389,00 MNT",05/01/2024,Emergencia,Regular,Bueno,5238963,preventivo,Comentario sobre el mantenimiento 6389
"-6390,00 MNT",26/03/2024,Preventivo,Regular,Malo,22555,queja_usuario,Comentario sobre el mantenimiento 6390
"-6391,00 MNT",10/09/2024,Preventivo,Regular,Malo,33231,preventivo,Comentario sobre el mantenimiento 6391
"-6392,00 MNT",05/08/2024,Emergencia,Bueno,Regular,4784326,preventivo,Comentario sobre el mantenimiento 6392
"-6393,00 MNT",30-11-2023,Correctivo,Bueno,Regular,8987364,preventivo,Comentario sobre el mantenimiento 6393
"-6394,00 MNT",2024/04/07,Preventivo,Regular,Bueno,4749933,queja_usuario,Comentario sobre el mantenimiento 6394
"-6395,00 MNT",10-23-2023,Preventivo,Bueno,Bueno,58191,queja_usuario,Comentario sobre el mantenimiento 6395
"-6396,00 MNT",05-05-2024,Preventivo,Bueno,Malo,3573418,preventivo,Comentario sobre el mantenimiento 6396
"-6397,00 MNT",11-03-2024,Correctivo,Bueno,Bueno,18788,preventivo,Comentario sobre el mantenimiento 6397
"-6398,00 MNT",03-09-2024,Emergencia,Malo,Bueno,8928484,queja_usuario,Comentario sobre el mantenimiento 6398
"-6399,00 MNT",2023/10/19,Preventivo,Bueno,Regular,7895400,preventivo,Comentario sobre el mantenimiento 6399
"-6400,00 MNT",09-28-2024,Preventivo,Malo,Regular,21512,queja_usuario,Comentario sobre el mantenimiento 6400
"-6401,00 MNT",11/02/2024,Preventivo,Bueno,Regular,4704516,queja_usuario,Comentario sobre el mantenimiento 6401
"-6402,00 MNT",07-22-2024,Correctivo,Regular,Regular,9149495,preventivo,Comentario sobre el mantenimiento 6402
"-6403,00 MNT",20-08-2024,Emergencia,Bueno,Bueno,20167,preventivo,Comentario sobre el mantenimiento 6403
"-6404,00 MNT",2024-05-19,Correctivo,Malo,Malo,58356,queja_usuario,Comentario sobre el mantenimiento 6404
"-6405,00 MNT",2024/03/20,Preventivo,Regular,Malo,22433,preventivo,Comentario sobre el mantenimiento 6405
"-6406,00 MNT",2024-07-31,Emergencia,Regular,Bueno,34873,queja_usuario,Comentario sobre el mantenimiento 6406
"-6407,00 MNT",08-28-2024,Emergencia,Malo,Regular,9177758,preventivo,Comentario sobre el mantenimiento 6407
"-6408,00 MNT",2024-01-29,Correctivo,Malo,Bueno,5068877,queja_usuario,Comentario sobre el mantenimiento 6408
"-6409,00 MNT",01/12/2023,Correctivo,Malo,Bueno,8803535,preventivo,Comentario sobre el mantenimiento 6409
"-6410,00 MNT",09/07/2024,Preventivo,Bueno,Malo,58266,queja_usuario,Comentario sobre el mantenimiento 6410
"-6411,00 MNT",2024/03/31,Preventivo,Regular,Bueno,33755,preventivo,Comentario sobre el mantenimiento 6411
"-6412,00 MNT",2024/09/22,Preventivo,Bueno,Bueno,21292,preventivo,Comentario sobre el mantenimiento 6412
"-6413,00 MNT",2024-02-10,Correctivo,Bueno,Regular,7108742,queja_usuario,Comentario sobre el mantenimiento 6413
"-6414,00 MNT",2024/03/19,Correctivo,Bueno,Malo,34775,queja_usuario,Comentario sobre el mantenimiento 6414
"-6415,00 MNT",09-07-2024,Correctivo,Regular,Malo,3573983,preventivo,Comentario sobre el mantenimiento 6415
"-6416,00 MNT",2024/01/29,Emergencia,Regular,Bueno,9225854,queja_usuario,Comentario sobre el mantenimiento 6416
"-6417,00 MNT",26/01/2024,Preventivo,Bueno,Malo,20837,preventivo,Comentario sobre el mantenimiento 6417
"-6418,00 MNT",27/02/2024,Preventivo,Regular,Bueno,9433338,queja_usuario,Comentario sobre el mantenimiento 6418
"-6419,00 MNT",18/05/2024,Correctivo,Regular,Malo,5249152,preventivo,Comentario sobre el mantenimiento 6419
"-6420,00 MNT",13/01/2024,Emergencia,Bueno,Regular,59969,preventivo,Comentario sobre el mantenimiento 6420
"-6421,00 MNT",04-18-2024,Correctivo,Regular,Regular,7107096,preventivo,Comentario sobre el mantenimiento 6421
"-6422,00 MNT",02-20-2024,Preventivo,Malo,Malo,33320,preventivo,Comentario sobre el mantenimiento 6422
"-6423,00 MNT",08-20-2024,Preventivo,Bueno,Malo,9435162,queja_usuario,Comentario sobre el mantenimiento 6423
"-6424,00 MNT",04-03-2024,Correctivo,Malo,Malo,7934653,queja_usuario,Comentario sobre el mantenimiento 6424
"-6425,00 MNT",09-25-2024,Emergencia,Bueno,Malo,9183237,queja_usuario,Comentario sobre el mantenimiento 6425
"-6426,00 MNT",01-31-2024,Emergencia,Malo,Malo,8835588,preventivo,Comentario sobre el mantenimiento 6426
"-6427,00 MNT",05-10-2024,Emergencia,Regular,Bueno,60058,queja_usuario,Comentario sobre el mantenimiento 6427
"-6428,00 MNT",08-03-2024,Preventivo,Malo,Regular,20790,queja_usuario,Comentario sobre el mantenimiento 6428
"-6429,00 MNT",13/11/2023,Emergencia,Regular,Regular,53184,preventivo,Comentario sobre el mantenimiento 6429
"-6430,00 MNT",06-19-2024,Preventivo,Malo,Malo,8928493,preventivo,Comentario sobre el mantenimiento 6430
"-6431,00 MNT",2024/04/23,Preventivo,Regular,Regular,3742374,preventivo,Comentario sobre el mantenimiento 6431
"-6432,00 MNT",2023/10/21,Correctivo,Malo,Malo,59667,preventivo,Comentario sobre el mantenimiento 6432
"-6433,00 MNT",01-13-2024,Correctivo,Regular,Malo,52261,queja_usuario,Comentario sobre el mantenimiento 6433
"-6434,00 MNT",2024/08/19,Correctivo,Bueno,Bueno,6878775,queja_usuario,Comentario sobre el mantenimiento 6434
"-6435,00 MNT",19/08/2024,Emergencia,Malo,Bueno,19171,queja_usuario,Comentario sobre el mantenimiento 6435
"-6436,00 MNT",2024/04/06,Correctivo,Bueno,Bueno,25521,queja_usuario,Comentario sobre el mantenimiento 6436
"-6437,00 MNT",2024/02/01,Emergencia,Bueno,Bueno,3581585,preventivo,Comentario sobre el mantenimiento 6437
"-6438,00 MNT",2024/08/12,Emergencia,Bueno,Bueno,9187351,preventivo,Comentario sobre el mantenimiento 6438
"-6439,00 MNT",12-21-2023,Emergencia,Regular,Malo,21833,queja_usuario,Comentario sobre el mantenimiento 6439
"-6440,00 MNT",2024/09/22,Preventivo,Malo,Malo,33317,queja_usuario,Comentario sobre el mantenimiento 6440
"-6441,00 MNT",30/09/2024,Emergencia,Bueno,Malo,52261,preventivo,Comentario sobre el mantenimiento 6441
"-6442,00 MNT",2024-04-15,Emergencia,Malo,Regular,58187,queja_usuario,Comentario sobre el mantenimiento 6442
"-6443,00 MNT",2024-08-25,Emergencia,Regular,Bueno,19346,queja_usuario,Comentario sobre el mantenimiento 6443
"-6444,00 MNT",04-11-2024,Preventivo,Regular,Bueno,5211408,queja_usuario,Comentario sobre el mantenimiento 6444
"-6445,00 MNT",06-21-2024,Emergencia,Malo,Bueno,5272348,preventivo,Comentario sobre el mantenimiento 6445
"-6446,00 MNT",09-11-2024,Emergencia,Malo,Malo,3530766,preventivo,Comentario sobre el mantenimiento 6446
"-6447,00 MNT",09-18-2024,Emergencia,Malo,Regular,20403,preventivo,Comentario sobre el mantenimiento 6447
"-6448,00 MNT",09/01/2024,Preventivo,Bueno,Regular,5238973,queja_usuario,Comentario sobre el mantenimiento 6448
"-6449,00 MNT",28-09-2024,Emergencia,Bueno,Malo,22332,queja_usuario,Comentario sobre el mantenimiento 6449
"-6450,00 MNT",02-10-2024,Correctivo,Regular,Bueno,35119,queja_usuario,Comentario sobre el mantenimiento 6450
"-6451,00 MNT",2024/01/25,Emergencia,Regular,Regular,4730879,preventivo,Comentario sobre el mantenimiento 6451
"-6452,00 MNT",2024/08/23,Preventivo,Regular,Bueno,20267,queja_usuario,Comentario sobre el mantenimiento 6452
"-6453,00 MNT",2024/02/17,Preventivo,Malo,Malo,25602,queja_usuario,Comentario sobre el mantenimiento 6453
"-6454,00 MNT",11-04-2023,Preventivo,Bueno,Malo,3576470,preventivo,Comentario sobre el mantenimiento 6454
"-6455,00 MNT",24/05/2024,Emergencia,Bueno,Regular,4987665,queja_usuario,Comentario sobre el mantenimiento 6455
"-6456,00 MNT",2024-07-25,Correctivo,Bueno,Bueno,9433341,preventivo,Comentario sobre el mantenimiento 6456
"-6457,00 MNT",30/05/2024,Emergencia,Malo,Regular,6878905,preventivo,Comentario sobre el mantenimiento 6457
"-6458,00 MNT",03-15-2024,Correctivo,Bueno,Malo,20081,preventivo,Comentario sobre el mantenimiento 6458
"-6459,00 MNT",2024/07/24,Correctivo,Malo,Regular,4731203,queja_usuario,Comentario sobre el mantenimiento 6459
"-6460,00 MNT",04-20-2024,Emergencia,Regular,Malo,22363,queja_usuario,Comentario sobre el mantenimiento 6460
"-6461,00 MNT",2024/02/29,Correctivo,Malo,Bueno,20305,preventivo,Comentario sobre el mantenimiento 6461
"-6462,00 MNT",19-03-2024,Correctivo,Malo,Bueno,59690,preventivo,Comentario sobre el mantenimiento 6462
"-6463,00 MNT",21/01/2024,Emergencia,Regular,Regular,58353,preventivo,Comentario sobre el mantenimiento 6463
"-6464,00 MNT",22-07-2024,Correctivo,Bueno,Malo,59774,preventivo,Comentario sobre el mantenimiento 6464
"-6465,00 MNT",07-02-2024,Emergencia,Bueno,Regular,22374,preventivo,Comentario sobre el mantenimiento 6465
"-6466,00 MNT",16/08/2024,Preventivo,Regular,Bueno,60200,preventivo,Comentario sobre el mantenimiento 6466
"-6467,00 MNT",07-02-2024,Preventivo,Malo,Bueno,34105,preventivo,Comentario sobre el mantenimiento 6467
"-6468,00 MNT",13/11/2023,Emergencia,Malo,Bueno,3531311,preventivo,Comentario sobre el mantenimiento 6468
"-6469,00 MNT",23-09-2024,Correctivo,Malo,Regular,3561756,queja_usuario,Comentario sobre el mantenimiento 6469
"-6470,00 MNT",10/04/2024,Emergencia,Malo,Malo,9294734,queja_usuario,Comentario sobre el mantenimiento 6470
"-6471,00 MNT",2023/11/26,Preventivo,Malo,Malo,58553,queja_usuario,Comentario sobre el mantenimiento 6471
"-6472,00 MNT",07/08/2024,Emergencia,Regular,Bueno,3579847,queja_usuario,Comentario sobre el mantenimiento 6472
"-6473,00 MNT",2024/02/21,Correctivo,Malo,Regular,53192,preventivo,Comentario sobre el mantenimiento 6473
"-6474,00 MNT",31/07/2024,Emergencia,Bueno,Regular,59823,queja_usuario,Comentario sobre el mantenimiento 6474
"-6475,00 MNT",2024/08/20,Preventivo,Bueno,Bueno,20717,queja_usuario,Comentario sobre el mantenimiento 6475
"-6476,00 MNT",2024/08/30,Correctivo,Regular,Malo,4961108,queja_usuario,Comentario sobre el mantenimiento 6476
"-6477,00 MNT",12-07-2023,Emergencia,Bueno,Regular,20507,preventivo,Comentario sobre el mantenimiento 6477
"-6478,00 MNT",22-01-2024,Emergencia,Bueno,Malo,21032,preventivo,Comentario sobre el mantenimiento 6478
"-6479,00 MNT",2024/01/30,Preventivo,Malo,Bueno,7862169,preventivo,Comentario sobre el mantenimiento 6479
"-6480,00 MNT",2024-06-07,Preventivo,Regular,Bueno,21542,preventivo,Comentario sobre el mantenimiento 6480
"-6481,00 MNT",18/04/2024,Correctivo,Malo,Malo,9291134,queja_usuario,Comentario sobre el mantenimiento 6481
"-6482,00 MNT",11/06/2024,Correctivo,Regular,Malo,33584,preventivo,Comentario sobre el mantenimiento 6482
"-6483,00 MNT",2024-02-25,Preventivo,Malo,Malo,21283,queja_usuario,Comentario sobre el mantenimiento 6483
"-6484,00 MNT",2024-05-15,Correctivo,Regular,Regular,32988,preventivo,Comentario sobre el mantenimiento 6484
"-6485,00 MNT",18/01/2024,Correctivo,Bueno,Malo,9297812,preventivo,Comentario sobre el mantenimiento 6485
"-6486,00 MNT",2024-06-02,Correctivo,Regular,Malo,9226855,preventivo,Comentario sobre el mantenimiento 6486
"-6487,00 MNT",11/02/2024,Emergencia,Bueno,Bueno,21529,queja_usuario,Comentario sobre el mantenimiento 6487
"-6488,00 MNT",06-21-2024,Preventivo,Bueno,Bueno,9294588,preventivo,Comentario sobre el mantenimiento 6488
"-6489,00 MNT",03/07/2024,Preventivo,Regular,Regular,7861624,queja_usuario,Comentario sobre el mantenimiento 6489
"-6490,00 MNT",21-03-2024,Emergencia,Malo,Malo,22583,preventivo,Comentario sobre el mantenimiento 6490
"-6491,00 MNT",2024/07/29,Correctivo,Malo,Malo,6777923,queja_usuario,Comentario sobre el mantenimiento 6491
"-6492,00 MNT",2023/10/15,Preventivo,Bueno,Bueno,21308,queja_usuario,Comentario sobre el mantenimiento 6492
"-6493,00 MNT",05/02/2024,Emergencia,Malo,Malo,9535128,queja_usuario,Comentario sobre el mantenimiento 6493
"-6494,00 MNT",2023/12/02,Preventivo,Regular,Regular,22101,preventivo,Comentario sobre el mantenimiento 6494
"-6495,00 MNT",11-14-2023,Preventivo,Malo,Regular,59381,preventivo,Comentario sobre el mantenimiento 6495
"-6496,00 MNT",2024/01/29,Correctivo,Bueno,Bueno,451586,queja_usuario,Comentario sobre el mantenimiento 6496
"-6497,00 MNT",2024-04-13,Emergencia,Bueno,Bueno,6878706,queja_usuario,Comentario sobre el mantenimiento 6497
"-6498,00 MNT",05-13-2024,Emergencia,Malo,Bueno,9256445,preventivo,Comentario sobre el mantenimiento 6498
"-6499,00 MNT",11-23-2023,Preventivo,Bueno,Malo,6878930,preventivo,Comentario sobre el mantenimiento 6499
"-6500,00 MNT",09/08/2024,Correctivo,Regular,Regular,19868,preventivo,Comentario sobre el mantenimiento 6500
"-6501,00 MNT",11-04-2024,Preventivo,Regular,Malo,21065,queja_usuario,Comentario sobre el mantenimiento 6501
"-6502,00 MNT",12/07/2024,Emergencia,Regular,Malo,3581567,queja_usuario,Comentario sobre el mantenimiento 6502
"-6503,00 MNT",04-08-2024,Correctivo,Regular,Malo,4983393,preventivo,Comentario sobre el mantenimiento 6503
"-6504,00 MNT",29/12/2023,Correctivo,Malo,Regular,7356670,preventivo,Comentario sobre el mantenimiento 6504
"-6505,00 MNT",2024-06-01,Preventivo,Bueno,Bueno,6778202,preventivo,Comentario sobre el mantenimiento 6505
"-6506,00 MNT",10-11-2024,Emergencia,Bueno,Malo,7853192,preventivo,Comentario sobre el mantenimiento 6506
"-6507,00 MNT",08-02-2024,Emergencia,Malo,Regular,5239219,preventivo,Comentario sobre el mantenimiento 6507
"-6508,00 MNT",11-01-2024,Emergencia,Bueno,Malo,9159126,preventivo,Comentario sobre el mantenimiento 6508
"-6509,00 MNT",2024-05-30,Emergencia,Regular,Bueno,5492309,queja_usuario,Comentario sobre el mantenimiento 6509
"-6510,00 MNT",06-05-2024,Correctivo,Malo,Bueno,5658665,preventivo,Comentario sobre el mantenimiento 6510
"-6511,00 MNT",08-08-2024,Preventivo,Regular,Bueno,20646,queja_usuario,Comentario sobre el mantenimiento 6511
"-6512,00 MNT",2024/09/14,Emergencia,Regular,Regular,7934652,preventivo,Comentario sobre el mantenimiento 6512
"-6513,00 MNT",23-12-2023,Preventivo,Regular,Regular,58851,preventivo,Comentario sobre el mantenimiento 6513
"-6514,00 MNT",02-14-2024,Correctivo,Malo,Regular,7588213,preventivo,Comentario sobre el mantenimiento 6514
"-6515,00 MNT",2023-12-09,Emergencia,Malo,Bueno,22034,queja_usuario,Comentario sobre el mantenimiento 6515
"-6516,00 MNT",13/05/2024,Emergencia,Regular,Bueno,20230,queja_usuario,Comentario sobre el mantenimiento 6516
"-6517,00 MNT",08/08/2024,Correctivo,Bueno,Malo,9293862,preventivo,Comentario sobre el mantenimiento 6517
"-6518,00 MNT",2024-08-12,Preventivo,Bueno,Regular,59650,queja_usuario,Comentario sobre el mantenimiento 6518
"-6519,00 MNT",11-02-2023,Emergencia,Malo,Bueno,7126169,preventivo,Comentario sobre el mantenimiento 6519
"-6520,00 MNT",05-18-2024,Correctivo,Regular,Malo,21193,preventivo,Comentario sobre el mantenimiento 6520
"-6521,00 MNT",05-25-2024,Correctivo,Malo,Regular,21435,queja_usuario,Comentario sobre el mantenimiento 6521
"-6522,00 MNT",2023-12-25,Emergencia,Malo,Bueno,5658488,queja_usuario,Comentario sobre el mantenimiento 6522
"-6523,00 MNT",05/08/2024,Preventivo,Bueno,Malo,21836,queja_usuario,Comentario sobre el mantenimiento 6523
"-6524,00 MNT",2024/07/23,Correctivo,Malo,Malo,5215839,preventivo,Comentario sobre el mantenimiento 6524
"-6525,00 MNT",2024-03-31,Preventivo,Regular,Regular,4987188,preventivo,Comentario sobre el mantenimiento 6525
"-6526,00 MNT",09-30-2024,Correctivo,Bueno,Malo,59938,queja_usuario,Comentario sobre el mantenimiento 6526
"-6527,00 MNT",2024/04/09,Correctivo,Regular,Bueno,34226,queja_usuario,Comentario sobre el mantenimiento 6527
"-6528,00 MNT",2024/07/29,Emergencia,Malo,Bueno,5214664,preventivo,Comentario sobre el mantenimiento 6528
"-6529,00 MNT",2023-12-04,Emergencia,Malo,Bueno,5601878,queja_usuario,Comentario sobre el mantenimiento 6529
"-6530,00 MNT",2024-05-01,Emergencia,Bueno,Bueno,3843512,preventivo,Comentario sobre el mantenimiento 6530
"-6531,00 MNT",09-10-2024,Correctivo,Malo,Regular,21194,preventivo,Comentario sobre el mantenimiento 6531
"-6532,00 MNT",10-13-2024,Preventivo,Regular,Malo,3569292,preventivo,Comentario sobre el mantenimiento 6532
"-6533,00 MNT",24/03/2024,Preventivo,Regular,Regular,53049,preventivo,Comentario sobre el mantenimiento 6533
"-6534,00 MNT",12-07-2024,Emergencia,Bueno,Bueno,21341,queja_usuario,Comentario sobre el mantenimiento 6534
"-6535,00 MNT",04-21-2024,Preventivo,Bueno,Malo,21519,preventivo,Comentario sobre el mantenimiento 6535
"-6536,00 MNT",12-04-2024,Correctivo,Bueno,Malo,9157757,preventivo,Comentario sobre el mantenimiento 6536
"-6537,00 MNT",21/05/2024,Correctivo,Bueno,Regular,19958,queja_usuario,Comentario sobre el mantenimiento 6537
"-6538,00 MNT",2024-03-20,Emergencia,Bueno,Regular,22457,preventivo,Comentario sobre el mantenimiento 6538
"-6539,00 MNT",15-09-2024,Preventivo,Malo,Bueno,3576499,queja_usuario,Comentario sobre el mantenimiento 6539
"-6540,00 MNT",2024-06-13,Correctivo,Bueno,Bueno,24754,queja_usuario,Comentario sobre el mantenimiento 6540
"-6541,00 MNT",2024/03/22,Correctivo,Malo,Malo,20120,queja_usuario,Comentario sobre el mantenimiento 6541
